username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Tia,Indonesia,Standard Double Room,1 night,Couple,06-14-2024 00:00:00,"Overall, Container Hotel offers a unique and enjoyable experience",10.0,en-us,"I had an amazing stay at Container Hotel! The unique design, modern and clean rooms, and friendly staff made for a perfect experience. The common areas were great for relaxing, and the location was convenient for exploring the city. Highly recommended!",Nothing. All perfect!,"title: Overall, Container Hotel offers a unique and enjoyable experience. liked: I had an amazing stay at Container Hotel! The unique design, modern and clean rooms, and friendly staff made for a perfect experience. The common areas were great for relaxing, and the location was convenient for exploring the city. Highly recommended! disliked: Nothing. All perfect!","title: Overall, Container Hotel offers a unique and enjoyable experience. liked: I had an amazing stay at Container Hotel! The unique design, modern and clean rooms, and friendly staff made for a perfect experience. The common areas were great for relaxing, and the location was convenient for exploring the city. Highly recommended! disliked: Nothing. All perfect!",0,0,
Wdeb,Netherlands,Superior Double Room,3 nights,Couple,11-18-2023 00:00:00,"Unique and sustainable accommodation experience, with a fantastic host",10.0,en-us,"The Container Smart Stay in Bali is a truly unique and innovative accommodation option. The use of shipping containers as living spaces is an original idea that promotes sustainability. The host, Kadek, is exceptionally friendly and helpful, ensuring a memorable experience for guests. The location is perfect, with nearby lakes and the beautiful botanical garden. This stay offers a refreshing change from traditional hotels, with its original concept, fantastic host, and great location.",,"title: Unique and sustainable accommodation experience, with a fantastic host. liked: The Container Smart Stay in Bali is a truly unique and innovative accommodation option. The use of shipping containers as living spaces is an original idea that promotes sustainability. The host, Kadek, is exceptionally friendly and helpful, ensuring a memorable experience for guests. The location is perfect, with nearby lakes and the beautiful botanical garden. This stay offers a refreshing change from traditional hotels, with its original concept, fantastic host, and great location.","title: Unique and sustainable accommodation experience, with a fantastic host. liked: The Container Smart Stay in Bali is a truly unique and innovative accommodation option. The use of shipping containers as living spaces is an original idea that promotes sustainability. The host, Kadek, is exceptionally friendly and helpful, ensuring a memorable experience for guests. The location is perfect, with nearby lakes and the beautiful botanical garden. This stay offers a refreshing change from traditional hotels, with its original concept, fantastic host, and great location.",0,0,"Thank you for sharing your positive experience at Container Smart Stay Bali! We're thrilled to hear that our unique concept resonated with you, and we appreciate your acknowledgment of our commitment to sustainability. It's wonderful to know that Kadek's hospitality made your stay memorable. We're glad you enjoyed our prime location near lakes and the botanical garden. Your kind words inspire us to continue providing refreshing and innovative stays. We look forward to welcoming you back for another memorable experience."
Devča,Czech Republic,Standard Double Room,2 nights,Couple,11-17-2023 00:00:00,Nice stay,9.0,en,"The staff was very nice. It was very calm place except the evening karaoke. 😁 We enjoyed free coffee, water and tomatoes in the lobby. We liked the whole concept of staying in the container. Plus we enjoyed the option of ordering food from the local restaurant. (Good food for good money).",,"title: Nice stay. liked: The staff was very nice. It was very calm place except the evening karaoke. 😁 We enjoyed free coffee, water and tomatoes in the lobby. We liked the whole concept of staying in the container. Plus we enjoyed the option of ordering food from the local restaurant. (Good food for good money).","title: Nice stay. liked: The staff was very nice. It was very calm place except the evening karaoke. 😁 We enjoyed free coffee, water and tomatoes in the lobby. We liked the whole concept of staying in the container. Plus we enjoyed the option of ordering food from the local restaurant. (Good food for good money).",0,0,"Thank you for taking the time to share your experience with us! We're delighted to hear that you enjoyed the friendliness of our staff and the unique concept of staying in a container. We appreciate your feedback on the evening karaoke and will take it into consideration for future improvements. It's great to know that you liked the complimentary coffee, water, and tomatoes in the lobby. We're pleased you took advantage of the option to order food from the local restaurant and found it to be a good value. We look forward to welcoming you back for another enjoyable stay."
David,United States,Superior Double Room,8 nights,Solo traveller,11-08-2023 00:00:00,Exceptional,10.0,en-us,The staff and owners were very kind & helpful with whatever we needed.,,title: Exceptional. liked: The staff and owners were very kind & helpful with whatever we needed.,title: Exceptional. liked: The staff and owners were very kind & helpful with whatever we needed.,0,0,Thank you for your kind words! We're delighted to hear that our staff and owners were able to contribute to a positive experience during your stay. It's our pleasure to assist with anything you may need. We appreciate your feedback and hope to welcome you back for another wonderful stay in the future.
Helena,France,Superior Double Room,1 night,Group,09-08-2023 00:00:00,Exceptional,10.0,en,Everything was perfect :)),,title: Exceptional. liked: Everything was perfect :)),title: Exceptional. liked: Everything was perfect :)),0,0,"Thank you for the glowing feedback! We're thrilled to hear that everything was perfect during your stay. It's our pleasure to provide exceptional experiences, and we look forward to welcoming you back for another perfect stay in the future."
Libor,Czech Republic,Superior Double Room,1 night,Couple,08-06-2023 00:00:00,Superb,9.0,en-us,An interesting concept. Breakfast convenient for vegetarians. Nice staff. Free coffee or tea at the reception. The room was small but nice. Parking place for car at the accommodation.,The room was a bit humid - it seemed to us that air ventilation in the room did not work properly.,title: Superb. liked: An interesting concept. Breakfast convenient for vegetarians. Nice staff. Free coffee or tea at the reception. The room was small but nice. Parking place for car at the accommodation. disliked: The room was a bit humid - it seemed to us that air ventilation in the room did not work properly.,title: Superb. liked: An interesting concept. Breakfast convenient for vegetarians. Nice staff. Free coffee or tea at the reception. The room was small but nice. Parking place for car at the accommodation. disliked: The room was a bit humid - it seemed to us that air ventilation in the room did not work properly.,0,0,
Brian,Indonesia,Superior Double Room,2 nights,Couple,08-06-2023 00:00:00,Very good,8.0,en-us,quiet and cozy place. good facilities. good price.,you can improve the bathroom. use the small low bathtub to avoid corrosion on the container body. use thin insulation to make the room more warm during night or morning,title: Very good. liked: quiet and cozy place. good facilities. good price. disliked: you can improve the bathroom. use the small low bathtub to avoid corrosion on the container body. use thin insulation to make the room more warm during night or morning.,title: Very good. liked: quiet and cozy place. good facilities. good price. disliked: you can improve the bathroom. use the small low bathtub to avoid corrosion on the container body. use thin insulation to make the room more warm during night or morning.,0,0,
Katharina,Australia,Standard Double Room,2 nights,Solo traveller,07-20-2023 00:00:00,Very good,8.0,en,"Great location, comfy beds, good bathroom, friendly staff, Tee and coffee facilities",It would be nice to have an option for breakfast,"title: Very good. liked: Great location, comfy beds, good bathroom, friendly staff, Tee and coffee facilities. disliked: It would be nice to have an option for breakfast.","title: Very good. liked: Great location, comfy beds, good bathroom, friendly staff, Tee and coffee facilities. disliked: It would be nice to have an option for breakfast.",0,0,
Kevin,New Zealand,Superior Double Room,1 night,Couple,07-18-2023 00:00:00,Very good,8.0,en,"First time staying in container was ok. Nice set up. Big bed, comfortable. Shower good, just have to wait about a minute for hot water to come through. No air con so it can warm up on hot day. Opening window for a breeze helps. Host was very nice.",Wifi was slightly slow. Tv was a bit difficult to use. Otherwise nice stay,"title: Very good. liked: First time staying in container was ok. Nice set up. Big bed, comfortable. Shower good, just have to wait about a minute for hot water to come through. No air con so it can warm up on hot day. Opening window for a breeze helps. Host was very nice. disliked: Wifi was slightly slow. Tv was a bit difficult to use. Otherwise nice stay.","title: Very good. liked: First time staying in container was ok. Nice set up. Big bed, comfortable. Shower good, just have to wait about a minute for hot water to come through. No air con so it can warm up on hot day. Opening window for a breeze helps. Host was very nice. disliked: Wifi was slightly slow. Tv was a bit difficult to use. Otherwise nice stay.",0,0,
Sally,Australia,Superior Double Room,1 night,Couple,06-21-2023 00:00:00,Superb,9.0,en,"The whole set up was fantastic, the staff were friendly and helpful, the rooms are a great layout.",Beds a little firm and a little noisy with the other guests having fun in the recreation area.,"title: Superb. liked: The whole set up was fantastic, the staff were friendly and helpful, the rooms are a great layout. disliked: Beds a little firm and a little noisy with the other guests having fun in the recreation area.","title: Superb. liked: The whole set up was fantastic, the staff were friendly and helpful, the rooms are a great layout. disliked: Beds a little firm and a little noisy with the other guests having fun in the recreation area.",0,0,"Thank you for your review. We are glad that overall you had a fantastic experience with us and that the staff were friendly and helpful. We apologize for the beds being a little too firm and for the noise from other guests in the recreation area. We strive to provide our guests with a comfortable, enjoyable stay and we apologize if we did not meet your expectations on this occasion."
Dmitry,Canada,Superior Double Room,1 night,Couple,06-26-2025 00:00:00,Good,7.0,en,"OK, so I got to try living in a container. It was clean. Staff was super nice and helpful. Had all the basics covered.",Not cosy. Very basic white interior withing metal container walls with cold white lights on the ceiling. We arrived on a cold rainy night. Without A/C or any metal wall insulation it was pretty hard to warm up. Hot water in the shower was also misbehaving.,"title: Good. liked: OK, so I got to try living in a container. It was clean. Staff was super nice and helpful. Had all the basics covered. disliked: Not cosy. Very basic white interior withing metal container walls with cold white lights on the ceiling. We arrived on a cold rainy night. Without A/C or any metal wall insulation it was pretty hard to warm up. Hot water in the shower was also misbehaving.","title: Good. liked: OK, so I got to try living in a container. It was clean. Staff was super nice and helpful. Had all the basics covered. disliked: Not cosy. Very basic white interior withing metal container walls with cold white lights on the ceiling. We arrived on a cold rainy night. Without A/C or any metal wall insulation it was pretty hard to warm up. Hot water in the shower was also misbehaving.",0,0,Thank you for your review and your feedback. Regards CsS management
Jan,Czech Republic,Superior Double Room,2 nights,Couple,10-02-2024 00:00:00,Good,7.0,en,Very nice outside area. The interior of the container was modern and lovely.,Be aware of the fact that it can get very cold during the evening and night (1st half of Sep). Be ready to put some extra clothes on for sleeping. There is no heater available.,title: Good. liked: Very nice outside area. The interior of the container was modern and lovely. disliked: Be aware of the fact that it can get very cold during the evening and night (1st half of Sep). Be ready to put some extra clothes on for sleeping. There is no heater available.,title: Good. liked: Very nice outside area. The interior of the container was modern and lovely. disliked: Be aware of the fact that it can get very cold during the evening and night (1st half of Sep). Be ready to put some extra clothes on for sleeping. There is no heater available.,0,0,"Dear Jan Dolezal Thank you for your review, in fact you good ask for more blanket if you felt cold. Heater is not common in Indonesia. Best regards CsS management"
Ivy,Australia,Superior Double Room,3 nights,Couple,08-17-2023 00:00:00,Okay I checked out one day early it was just not a suitable place.,5.0,en,It was cheap and it was something different,"It had a bad smell,the bathroom Is mouldy and does not drain water properly,There was no shower holder.The location is hard to find a taxi","title: Okay I checked out one day early it was just not a suitable place. liked: It was cheap and it was something different. disliked: It had a bad smell,the bathroom Is mouldy and does not drain water properly,There was no shower holder.The location is hard to find a taxi.","title: Okay I checked out one day early it was just not a suitable place. liked: It was cheap and it was something different. disliked: It had a bad smell,the bathroom Is mouldy and does not drain water properly,There was no shower holder.The location is hard to find a taxi.",0,0,
Ismay,Netherlands,Superior Double Room,3 nights,Solo traveller,05-16-2026 00:00:00,Exceptional,10.0,nl,De eigenaren hebben ons waanzinnig goed gehopen nadat we in het ziekenhuis waren beland. Ze hebben echt alles voor ons geregeld.,,title: Exceptional. liked: De eigenaren hebben ons waanzinnig goed gehopen nadat we in het ziekenhuis waren beland. Ze hebben echt alles voor ons geregeld.,,0,0,
Natan,Indonesia,Superior Double Room,1 night,Couple,01-25-2026 00:00:00,Very good,8.0,id,Pelayanannya ramah,Nothing,title: Very good. liked: Pelayanannya ramah. disliked: Nothing.,,0,0,Thank you for your review and we are happy to receive your feedback.
Komang,Indonesia,Standard Double Room,1 night,Family,10-05-2025 00:00:00,Exceptional,10.0,id,"Kamar bersih, staf yg ramah dan sgt membantu","Atap kanopi sedikit berisik kalau kena angin, mungkin perlu sedikit perbaikan.","title: Exceptional. liked: Kamar bersih, staf yg ramah dan sgt membantu. disliked: Atap kanopi sedikit berisik kalau kena angin, mungkin perlu sedikit perbaikan.",,0,0,"Dear Mr. Komang, Thank you for your review and glad to know that you enjoy your stay. Rest assure, we will consider and think about the canopy seriously. looking forward to welcome you again regards CsS management"
Tereza,Czech Republic,Superior Double Room,3 nights,Couple,09-17-2025 00:00:00,Very good,8.0,cs,"Ubytování je krásné, na 2 noci ideální",Na ubytování je zima tak se na to pripravte. Je to způsobené ale počasím. Majitel za to nemůže Co nám vadilo je neustálý smrad pálení odpadků od sousedního domu.,"title: Very good. liked: Ubytování je krásné, na 2 noci ideální. disliked: Na ubytování je zima tak se na to pripravte. Je to způsobené ale počasím. Majitel za to nemůže Co nám vadilo je neustálý smrad pálení odpadků od sousedního domu.",,0,0,"Dear Mrs. Tereza. Thank you for the review. The weather is cold because in the mountain and you never inform us that you are cold. How should we be responsible for that. An for the garbage burning it is from our neighbour, for your info, baliness now this has a problem with garbage because the goverment does not give us direction of where to throw the garbage. It is not heaven in our neighbourhood. Thank you CsS management"
Patricia,France,Standard Double Room,2 nights,Couple,08-18-2025 00:00:00,Original,8.0,fr,Le cadre et la gentillesse du jeune homme de l'accueil,Petit déjeuner ; uniquement nasi goreng ou mie goreng livrés à l'hôtel Le froid et l'humidité la nuit Calme mais loin des commerces et restaurants,title: Original. liked: Le cadre et la gentillesse du jeune homme de l'accueil. disliked: Petit déjeuner ; uniquement nasi goreng ou mie goreng livrés à l'hôtel Le froid et l'humidité la nuit Calme mais loin des commerces et restaurants.,,0,0,"Dear Mr/Mrs Patricia Thank you for the review and for breakfast apologies we only serve Indonesian, and that is why we do not serve other since and if you really could not eat Indonesian, you could contact us and discuss with us as we are open for certain request. As for the location, surrounding us there are many shop local and restaurants. But since we are in the suburb area, they are close quite early. In fact you could as assistant to our staff who is there 24 hours. For your info ; and you are being upgraded for free from standard to superior room. Thank you. CsS management"
Thomas,Indonesia,Standard Double Room,3 nights,Couple,08-11-2025 00:00:00,Superb,9.0,fr,"Très représentatif de l'annonce. Personnelle a l'écoute et souriant. Extérieur, intérieur Propre et en bien entretenu.",Logement humide. Manque un système de déshumidificateur ou chauffage pour contrer ce problème,"title: Superb. liked: Très représentatif de l'annonce. Personnelle a l'écoute et souriant. Extérieur, intérieur Propre et en bien entretenu. disliked: Logement humide. Manque un système de déshumidificateur ou chauffage pour contrer ce problème.",,0,0,"Thank you for your review. We will thing to solve the humidity case as we are located in the tropical area where it is very humid. As for the heater system, it is not known an very rare in our country. Heating system is not common an very expensive. Glad you enjoy your stay. Regards CsS managemnt"
Valeria,Germany,Superior Double Room,1 night,Couple,08-22-2023 00:00:00,Exceptional,10.0,de,"Alles sehr sauber. Personal sehr freundlich und hilfsbereit. Ruhige Lage, bequemes Bett. Hatten schöne Aussicht vom oberen Container",,"title: Exceptional. liked: Alles sehr sauber. Personal sehr freundlich und hilfsbereit. Ruhige Lage, bequemes Bett. Hatten schöne Aussicht vom oberen Container.",,0,0,"Vielen Dank für Ihr positives Feedback! Wir freuen uns, dass Sie Sauberkeit, Freundlichkeit des Personals, die ruhige Lage, und das bequeme Bett genossen haben. Hoffen, Sie bald wieder begrüßen zu dürfen."
Andrey,Russia,Superior Double Room,2 nights,Couple,05-20-2023 00:00:00,Exceptional,10.0,ru,"Отличный комплекс, чтобы провести выходные в горах. Номера свежие - отелю год, внутри все чисто, убрано. Постельное белье тоже чистое, белоснежное, что не всегда бывает в номерах данного ценового диапазона. Месторасположение хорошее - тихо, рядом озеро, можно погулять вдоль него. В номер можно заказывать еду, у них есть меню - заказываешь сотрудникам, они звонят, заказывают и приносят. На лобби можно брать кофе, чай, горячий шоколад и лапшу - очень согревает вечерами. Сотрудники очень любезные, дружелюбные, поддерживают беседу.","Контейнеры имеют металлические козырьки, которые при ветре очень шумят. Если у вас есть беруши - возьмите, они могут понадобиться. Днём жарко в номере, но достаточно открыть окна и двери, но мы особо днём не сидели в номере - рядом есть места, где можно провести весь день. Вечером холодно - одеяла вас конечно согреют, но лучше берите с собой теплые вещи. Ну и номер тесноват, однако для задачи - переночевать день, два - самый раз.","title: Exceptional. liked: Отличный комплекс, чтобы провести выходные в горах. Номера свежие - отелю год, внутри все чисто, убрано. Постельное белье тоже чистое, белоснежное, что не всегда бывает в номерах данного ценового диапазона. Месторасположение хорошее - тихо, рядом озеро, можно погулять вдоль него. В номер можно заказывать еду, у них есть меню - заказываешь сотрудникам, они звонят, заказывают и приносят. На лобби можно брать кофе, чай, горячий шоколад и лапшу - очень согревает вечерами. Сотрудники очень любезные, дружелюбные, поддерживают беседу. disliked: Контейнеры имеют металлические козырьки, которые при ветре очень шумят. Если у вас есть беруши - возьмите, они могут понадобиться. Днём жарко в номере, но достаточно открыть окна и двери, но мы особо днём не сидели в номере - рядом есть места, где можно провести весь день. Вечером холодно - одеяла вас конечно согреют, но лучше берите с собой теплые вещи. Ну и номер тесноват, однако для задачи - переночевать день, два - самый раз.",,0,0,Thank you for staying with us. We hope to see you again.
Patric,Switzerland,Superior Double Room,1 night,Group,11-15-2025 00:00:00,"Unkompliziert, flexibel, kreativ,…",7.0,de,Die Idee ist super mit den Containern. Auch der nachhaltige Gedanke. Das Frühstück ist eigentlich erst ab 08:00 Uhr. Wir konnten es jedoch um 07:00 bestellen da wir um 08:00 im Bali Bike Park gebucht hatten. Es gibt rund um die Uhr gratis Kaffee und Tee in der Lobby.,"Leider war das Wasser beim Duschen eher nur knapp warm. Da es an diesem Tag viel geregt hat und bewölkt war, wäre eine heisse dusche schön gewesen. Bei schönem Wetter oder in der trocken Saison bestimmt weniger ein Problem.","title: Unkompliziert, flexibel, kreativ,…. liked: Die Idee ist super mit den Containern. Auch der nachhaltige Gedanke. Das Frühstück ist eigentlich erst ab 08:00 Uhr. Wir konnten es jedoch um 07:00 bestellen da wir um 08:00 im Bali Bike Park gebucht hatten. Es gibt rund um die Uhr gratis Kaffee und Tee in der Lobby. disliked: Leider war das Wasser beim Duschen eher nur knapp warm. Da es an diesem Tag viel geregt hat und bewölkt war, wäre eine heisse dusche schön gewesen. Bei schönem Wetter oder in der trocken Saison bestimmt weniger ein Problem.",,0,0,"Thank you for your review. we appreciate your feedback, which we will consider for future improvements."
Éloïse,France,Standard Double Room,1 night,Couple,11-28-2024 00:00:00,Bien pour une nuit,7.0,fr,L’hôte est accommodant malgré la barrière de la langue. Atypique pour une nuit,"Très humide il fait assez froid dans les container (mais il avait plu) Pas de wifi qui marchait et compliqué l’eau chaude Rien du tout autour pour manger, prévoir un véhicule","title: Bien pour une nuit. liked: L’hôte est accommodant malgré la barrière de la langue. Atypique pour une nuit. disliked: Très humide il fait assez froid dans les container (mais il avait plu) Pas de wifi qui marchait et compliqué l’eau chaude Rien du tout autour pour manger, prévoir un véhicule.",,0,0,"Dear Miss Kandel. Thank you very much for the review. We will fire the staff as he already 11 months have the chance to learn english. We hope you are satisfied. As for the humidity, you are coming on the wet season/rainy thus the humidity is high every where in Bali. Than for the cold, you are coming at the high land in Bali. Of course it is cold, in fact, you could always ask for additional duvet. last but not list, the wifi, our wifi work properly during your stay, however if the speed is not as fast as you expected, please understand that it is in the rural area. Regards CsS Management"
Anna,Spain,Standard Double Room,2 nights,Group,07-16-2024 00:00:00,Passable,5.0,ca,"Hem passat fred a la nit i hi havien goteres, no plovia. Massa lluny del centre.",,"title: Passable. liked: Hem passat fred a la nit i hi havien goteres, no plovia. Massa lluny del centre.",,0,0,
Catherine,France,Standard Double Room,1 night,Couple,07-08-2024 00:00:00,Good,7.0,fr,Froid et humide,,title: Good. liked: Froid et humide.,,0,0,
Nicole,Indonesia,Superior Double Room,1 night,Family,05-13-2024 00:00:00,Bad,1.0,fr,L originalité,La salle de bain rouillé et les tâches dans les draps - acces defonce,title: Bad. liked: L originalité. disliked: La salle de bain rouillé et les tâches dans les draps - acces defonce.,,0,0,
Jan,Germany,Superior Double Room,1 night,Solo traveller,12-15-2023 00:00:00,"Eine Nacht wegen der Erfahrung ist nett, mehr aber auch nicht",7.0,de,Cooles Konzept,"Mitten im Nichts, irgendwo an einem brüchigen Feldweg. Leider hatte es an dem Tag ein paar Stunden geregnet, und es war einfach alles feucht und klamm, ohne jemals wieder trocken zu werden","title: Eine Nacht wegen der Erfahrung ist nett, mehr aber auch nicht. liked: Cooles Konzept. disliked: Mitten im Nichts, irgendwo an einem brüchigen Feldweg. Leider hatte es an dem Tag ein paar Stunden geregnet, und es war einfach alles feucht und klamm, ohne jemals wieder trocken zu werden.",,0,0,"Thank you for your feedback. We're glad you appreciated our concept. We apologize for the inconvenience caused by the location and weather conditions. Your input is valuable, and we'll strive to improve. We hope to have the opportunity to exceed your expectations in the future."
Roberta,Italy,Superior Double Room,1 night,Couple,10-04-2023 00:00:00,Va bene per un soggiorno di una notte,6.0,it,"La struttura si presenta bene all'estero, con I containers tutti colorati e lo staff disponibile e accogliente. Va bene per una sola notte di passaggio.",Le lenzuola non erano perfettamente pulite e il bagno era molto umido.,"title: Va bene per un soggiorno di una notte. liked: La struttura si presenta bene all'estero, con I containers tutti colorati e lo staff disponibile e accogliente. Va bene per una sola notte di passaggio. disliked: Le lenzuola non erano perfettamente pulite e il bagno era molto umido.",,0,0,"Dear Guest. Thank you for the review. We will make sure the light in the bath room will be improved, though currently we are you using LED 6w. For the sheets we will make sure to cek laundry result. Appologize for the inconvenient. Thank you."
