username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Sonia,United Kingdom,Bungalow with Garden View,1 night,Couple,01-20-2025 00:00:00,Pleasant and peaceful,8.0,en,"Good breakfast, not too fancy.",The beach access wasn’t that good.,"title: Pleasant and peaceful. liked: Good breakfast, not too fancy. disliked: The beach access wasn’t that good.","title: Pleasant and peaceful. liked: Good breakfast, not too fancy. disliked: The beach access wasn’t that good.",0,0,
Teresa,Australia,Superior Room,2 nights,Family,11-30-2024 00:00:00,Very good,8.0,en,"Beautiful setting, quiet cove walking distance to the other beaches. Each 'villa' was very private from the others, lovely pool.",,"title: Very good. liked: Beautiful setting, quiet cove walking distance to the other beaches. Each 'villa' was very private from the others, lovely pool.","title: Very good. liked: Beautiful setting, quiet cove walking distance to the other beaches. Each 'villa' was very private from the others, lovely pool.",0,0,
Sawinska,Poland,Bungalow with Garden View,2 nights,Couple,11-15-2024 00:00:00,"Overall, the unique charm and serene atmosphere of the resort make it worth a visit.",9.0,en,"⭐⭐⭐⭐☆ Gajah Mina Beach Resort is truly a hidden gem! The property boasts an astonishing garden that feels like stepping into a tropical paradise. Our bungalow was delightful, complete with a private garden and an outdoor shower under the sky—an experience we absolutely loved. The photos on Booking.com don’t do justice to how magical this place truly is. It’s surrounded by lush nature, teeming with vibrant fauna and flora. There’s even a private mini beach, perfect for a tranquil escape. The only downside was the cleanliness of the villa. There was quite a bit of dust and cobwebs, which made it feel like the cleaning is more superficial than thorough. Overall, the unique charm and serene atmosphere of the resort make it worth a visit. A little more attention to cleanliness would make this place perfect!","The only downside was the cleanliness of the villa. There was quite a bit of dust and cobwebs, which made it feel like the cleaning is more superficial than thorough.","title: Overall, the unique charm and serene atmosphere of the resort make it worth a visit. liked: ⭐⭐⭐⭐☆ Gajah Mina Beach Resort is truly a hidden gem! The property boasts an astonishing garden that feels like stepping into a tropical paradise. Our bungalow was delightful, complete with a private garden and an outdoor shower under the sky—an experience we absolutely loved. The photos on Booking.com don’t do justice to how magical this place truly is. It’s surrounded by lush nature, teeming with vibrant fauna and flora. There’s even a private mini beach, perfect for a tranquil escape. The only downside was the cleanliness of the villa. There was quite a bit of dust and cobwebs, which made it feel like the cleaning is more superficial than thorough. Overall, the unique charm and serene atmosphere of the resort make it worth a visit. A little more attention to cleanliness would make this place perfect! disliked: The only downside was the cleanliness of the villa. There was quite a bit of dust and cobwebs, which made it feel like the cleaning is more superficial than thorough.","title: Overall, the unique charm and serene atmosphere of the resort make it worth a visit. liked: ⭐⭐⭐⭐☆ Gajah Mina Beach Resort is truly a hidden gem! The property boasts an astonishing garden that feels like stepping into a tropical paradise. Our bungalow was delightful, complete with a private garden and an outdoor shower under the sky—an experience we absolutely loved. The photos on Booking.com don’t do justice to how magical this place truly is. It’s surrounded by lush nature, teeming with vibrant fauna and flora. There’s even a private mini beach, perfect for a tranquil escape. The only downside was the cleanliness of the villa. There was quite a bit of dust and cobwebs, which made it feel like the cleaning is more superficial than thorough. Overall, the unique charm and serene atmosphere of the resort make it worth a visit. A little more attention to cleanliness would make this place perfect! disliked: The only downside was the cleanliness of the villa. There was quite a bit of dust and cobwebs, which made it feel like the cleaning is more superficial than thorough.",0,0,
Paul,Australia,Two Bedroom Villa with Ocean View,2 nights,Family,10-25-2024 00:00:00,Very good,8.0,en,Location and sea view are beautiful. Super quiet except for the waves braking on the rocks in the water. For me personally it made the stay even better. Pool is nice and clean. Breakfast is really good.,,title: Very good. liked: Location and sea view are beautiful. Super quiet except for the waves braking on the rocks in the water. For me personally it made the stay even better. Pool is nice and clean. Breakfast is really good.,title: Very good. liked: Location and sea view are beautiful. Super quiet except for the waves braking on the rocks in the water. For me personally it made the stay even better. Pool is nice and clean. Breakfast is really good.,0,0,
Mark,Australia,Superior Room,1 night,Couple,09-06-2024 00:00:00,"Great value, will stay there again",9.0,en,"A nice place. A great stay, thoroughly recommend it. Some fantastic walks and the food at the restaurant was great. The room was nice.","It's seen better days, and the grounds need a bit of TLC.","title: Great value, will stay there again. liked: A nice place. A great stay, thoroughly recommend it. Some fantastic walks and the food at the restaurant was great. The room was nice. disliked: It's seen better days, and the grounds need a bit of TLC.","title: Great value, will stay there again. liked: A nice place. A great stay, thoroughly recommend it. Some fantastic walks and the food at the restaurant was great. The room was nice. disliked: It's seen better days, and the grounds need a bit of TLC.",0,0,
Grzesik,Poland,Superior Room,3 nights,Group,08-25-2024 00:00:00,Great place for this budget.,9.0,en-us,Beautiful property with outdoor shower - garden. Beach view however big waves and not possible to swim. Amazing nature surrounding.,Bigger selection of breakfast meals.,title: Great place for this budget. liked: Beautiful property with outdoor shower - garden. Beach view however big waves and not possible to swim. Amazing nature surrounding. disliked: Bigger selection of breakfast meals.,title: Great place for this budget. liked: Beautiful property with outdoor shower - garden. Beach view however big waves and not possible to swim. Amazing nature surrounding. disliked: Bigger selection of breakfast meals.,0,0,
Leimer,South Africa,Superior Room,1 night,Couple,06-24-2024 00:00:00,Beautiful location and resort,8.0,en,"Beautiful stay, fantastic outdoor shower and The room had everything you need.",,"title: Beautiful location and resort. liked: Beautiful stay, fantastic outdoor shower and The room had everything you need.","title: Beautiful location and resort. liked: Beautiful stay, fantastic outdoor shower and The room had everything you need.",0,0,
Asica,Poland,Superior Room,24 nights,Family,05-06-2024 00:00:00,Superb,9.0,en,"Gajah Mina Resort in Bali is a paradise on Earth :) We spending a whole month there was an excellent decision. From the sound of the ocean to the beautiful garden and pool, every aspect of this place exudes peace and luxury. The villa overlooking the ocean is the icing on the cake, and the service - the best it can be - professional, caring and fulfilling every wish - what more could you want? Special mention to the waiter Made, who made us feel at home and learned a lot about Bali. The resort deserves 5 stars, even though it needs a little refreshing. I highly recommend it to anyone looking for an unforgettable holiday in this area of ​​Bali.",,"title: Superb. liked: Gajah Mina Resort in Bali is a paradise on Earth :) We spending a whole month there was an excellent decision. From the sound of the ocean to the beautiful garden and pool, every aspect of this place exudes peace and luxury. The villa overlooking the ocean is the icing on the cake, and the service - the best it can be - professional, caring and fulfilling every wish - what more could you want? Special mention to the waiter Made, who made us feel at home and learned a lot about Bali. The resort deserves 5 stars, even though it needs a little refreshing. I highly recommend it to anyone looking for an unforgettable holiday in this area of ​​Bali.","title: Superb. liked: Gajah Mina Resort in Bali is a paradise on Earth :) We spending a whole month there was an excellent decision. From the sound of the ocean to the beautiful garden and pool, every aspect of this place exudes peace and luxury. The villa overlooking the ocean is the icing on the cake, and the service - the best it can be - professional, caring and fulfilling every wish - what more could you want? Special mention to the waiter Made, who made us feel at home and learned a lot about Bali. The resort deserves 5 stars, even though it needs a little refreshing. I highly recommend it to anyone looking for an unforgettable holiday in this area of ​​Bali.",1,0,
Sky,United Kingdom,Superior Room,1 night,Couple,04-08-2024 00:00:00,Good,7.0,en,"We arrived later than expected, thankfully the staff called via WhatsApp to ask what time we would arrive. Some staff had to stay to ensure we had key. Above and beyond and for that we were very grateful 🙏🏻 Lovely stay, comfortable rooms, good sleep and a beautiful view for breakfast.",,"title: Good. liked: We arrived later than expected, thankfully the staff called via WhatsApp to ask what time we would arrive. Some staff had to stay to ensure we had key. Above and beyond and for that we were very grateful 🙏🏻 Lovely stay, comfortable rooms, good sleep and a beautiful view for breakfast.","title: Good. liked: We arrived later than expected, thankfully the staff called via WhatsApp to ask what time we would arrive. Some staff had to stay to ensure we had key. Above and beyond and for that we were very grateful 🙏🏻 Lovely stay, comfortable rooms, good sleep and a beautiful view for breakfast.",0,0,
Matt,Australia,Two Bedroom Villa with Garden View,4 nights,Family,03-18-2024 00:00:00,A piece of heaven,9.0,en,"An amazing quiet relaxed hotel. The majority of the time, we had the whole pool to ourselves. Short stroll to the main beach and warungs. Easy to ride scooters.",,"title: A piece of heaven. liked: An amazing quiet relaxed hotel. The majority of the time, we had the whole pool to ourselves. Short stroll to the main beach and warungs. Easy to ride scooters.","title: A piece of heaven. liked: An amazing quiet relaxed hotel. The majority of the time, we had the whole pool to ourselves. Short stroll to the main beach and warungs. Easy to ride scooters.",0,0,
Jennifer,Australia,Bungalow with Garden View,2 nights,Group,03-06-2024 00:00:00,Great location if you just need to relax.,9.0,en,"Incredible views of tiny bays and huge oceans, really clean, quiet and spacious cottages with lots of privacy, huge swimming pool and gardens.",Definitely not enough staff! The staff are sweet and try to be responsive but service in the restaurant is very slow because not enough staff. I heard that prior to covid there were 35 staff but now there’s only 12. And all the rooms were full so the same staff were juggling reception and the restaurant.,"title: Great location if you just need to relax. liked: Incredible views of tiny bays and huge oceans, really clean, quiet and spacious cottages with lots of privacy, huge swimming pool and gardens. disliked: Definitely not enough staff! The staff are sweet and try to be responsive but service in the restaurant is very slow because not enough staff. I heard that prior to covid there were 35 staff but now there’s only 12. And all the rooms were full so the same staff were juggling reception and the restaurant.","title: Great location if you just need to relax. liked: Incredible views of tiny bays and huge oceans, really clean, quiet and spacious cottages with lots of privacy, huge swimming pool and gardens. disliked: Definitely not enough staff! The staff are sweet and try to be responsive but service in the restaurant is very slow because not enough staff. I heard that prior to covid there were 35 staff but now there’s only 12. And all the rooms were full so the same staff were juggling reception and the restaurant.",0,0,
Duncan,Australia,Superior Room,7 nights,Group,03-06-2024 00:00:00,Very good,8.0,en,"Breakfast was included, good restaurant, quite location while only being a five minute walk to the main beach.",,"title: Very good. liked: Breakfast was included, good restaurant, quite location while only being a five minute walk to the main beach.","title: Very good. liked: Breakfast was included, good restaurant, quite location while only being a five minute walk to the main beach.",0,0,
Natasha,Australia,Bungalow with Garden View,2 nights,Solo traveller,03-04-2024 00:00:00,Very enjoyable!,8.0,en,Lovely property with great view over little ocean inlet,Nothing worth mentioning,title: Very enjoyable! liked: Lovely property with great view over little ocean inlet. disliked: Nothing worth mentioning.,title: Very enjoyable! liked: Lovely property with great view over little ocean inlet. disliked: Nothing worth mentioning.,0,0,
Douglas,United Kingdom,Bungalow with Garden View,2 nights,Family,02-21-2024 00:00:00,A nice hotel in a peaceful part of the island,7.0,en,"The location of this hotel is beautiful with well-maintained gardens attracting many butterflies and birds, a great sea view from the restaurant area and well positioned to see some great sunsets. The villas are private and very comfortable. However, something you may want to consider when booking is accessibility to the en suite bathrooms and the outdoor shower. Some of the villas have a large step and narrow doors, if this may be a problem you should consider discussing it with the hotel. The restaurant is okay, but there are better options a ten to fifteen minutes’ walk away. The breakfast too was okay, but perhaps not if you have a big appetite. The pool area was good and quite well maintained. A nice beach area too, although again some deep steps to reach it.","We knew from previous reviews that the service in the restaurant could be slow but was okay with this in the evening, although really did not expect it at breakfast. It is a good job we had nothing planned! May want to discuss with the hotel if a steep step and narrow doors may be a problem.","title: A nice hotel in a peaceful part of the island. liked: The location of this hotel is beautiful with well-maintained gardens attracting many butterflies and birds, a great sea view from the restaurant area and well positioned to see some great sunsets. The villas are private and very comfortable. However, something you may want to consider when booking is accessibility to the en suite bathrooms and the outdoor shower. Some of the villas have a large step and narrow doors, if this may be a problem you should consider discussing it with the hotel. The restaurant is okay, but there are better options a ten to fifteen minutes’ walk away. The breakfast too was okay, but perhaps not if you have a big appetite. The pool area was good and quite well maintained. A nice beach area too, although again some deep steps to reach it. disliked: We knew from previous reviews that the service in the restaurant could be slow but was okay with this in the evening, although really did not expect it at breakfast. It is a good job we had nothing planned! May want to discuss with the hotel if a steep step and narrow doors may be a problem.","title: A nice hotel in a peaceful part of the island. liked: The location of this hotel is beautiful with well-maintained gardens attracting many butterflies and birds, a great sea view from the restaurant area and well positioned to see some great sunsets. The villas are private and very comfortable. However, something you may want to consider when booking is accessibility to the en suite bathrooms and the outdoor shower. Some of the villas have a large step and narrow doors, if this may be a problem you should consider discussing it with the hotel. The restaurant is okay, but there are better options a ten to fifteen minutes’ walk away. The breakfast too was okay, but perhaps not if you have a big appetite. The pool area was good and quite well maintained. A nice beach area too, although again some deep steps to reach it. disliked: We knew from previous reviews that the service in the restaurant could be slow but was okay with this in the evening, although really did not expect it at breakfast. It is a good job we had nothing planned! May want to discuss with the hotel if a steep step and narrow doors may be a problem.",1,0,
Mohamad,Malaysia,Two Bedroom Villa with Garden View,1 night,Group,02-15-2024 00:00:00,Very good,8.0,en,Good for healing,The beach not for swimming,title: Very good. liked: Good for healing. disliked: The beach not for swimming.,title: Very good. liked: Good for healing. disliked: The beach not for swimming.,0,0,
Tina,Canada,Superior Room,4 nights,Couple,01-31-2024 00:00:00,Really nice villas if you had a vehicle to get you there expensive if relying on taxi or private driver from airport,8.0,en-us,Quiet peaceful area Close to restaurants Loved cute medieval feeling villas,Location 2 hrs away from airport,title: Really nice villas if you had a vehicle to get you there expensive if relying on taxi or private driver from airport. liked: Quiet peaceful area Close to restaurants Loved cute medieval feeling villas. disliked: Location 2 hrs away from airport.,title: Really nice villas if you had a vehicle to get you there expensive if relying on taxi or private driver from airport. liked: Quiet peaceful area Close to restaurants Loved cute medieval feeling villas. disliked: Location 2 hrs away from airport.,0,0,
Sacha,Netherlands,Superior Room,2 nights,Couple,12-30-2023 00:00:00,Amazing view but lack of management,7.0,en,"Location is beautiful. The view from the restaurant and the secret bay are amazing. Room is very comfortable and I liked the style of the room, very cosy.","We had issues with our toilet. The first day it didn’t flush anymore and there was a lot of water coming down. We texted the management and they said they will fix it after lunch, once we got home in the night the toilet was still in the same condition as it was when we left. When we tried to contact them about it there was no answer. You can see that te staff that works here really tries their best and they work so hard. But there is just a lack of management.","title: Amazing view but lack of management. liked: Location is beautiful. The view from the restaurant and the secret bay are amazing. Room is very comfortable and I liked the style of the room, very cosy. disliked: We had issues with our toilet. The first day it didn’t flush anymore and there was a lot of water coming down. We texted the management and they said they will fix it after lunch, once we got home in the night the toilet was still in the same condition as it was when we left. When we tried to contact them about it there was no answer. You can see that te staff that works here really tries their best and they work so hard. But there is just a lack of management.","title: Amazing view but lack of management. liked: Location is beautiful. The view from the restaurant and the secret bay are amazing. Room is very comfortable and I liked the style of the room, very cosy. disliked: We had issues with our toilet. The first day it didn’t flush anymore and there was a lot of water coming down. We texted the management and they said they will fix it after lunch, once we got home in the night the toilet was still in the same condition as it was when we left. When we tried to contact them about it there was no answer. You can see that te staff that works here really tries their best and they work so hard. But there is just a lack of management.",3,0,
Lamin,Indonesia,Superior Room,2 nights,Couple,12-24-2023 00:00:00,Had a very nice stay. The food in the restaurant was nice!,8.0,en,Location was amazing,Ac didn’t really cool the room.,title: Had a very nice stay. The food in the restaurant was nice! liked: Location was amazing. disliked: Ac didn’t really cool the room.,title: Had a very nice stay. The food in the restaurant was nice! liked: Location was amazing. disliked: Ac didn’t really cool the room.,1,0,
Chantal,Australia,Superior Room,5 nights,Couple,11-05-2023 00:00:00,A very nice and comfortable resort with great facilities.,9.0,en,"Location was great, far enough from the main thoroughfare but close enough of you want to go to the main food attractions just a comfortable stroll to get there. The breakfast served at the restaurant each morning was really nice and well balanced.","The internet TV connection was not working but fortunately could access internet on our phones and laptop with the resort WiFi. Being in the tropics there was gheko and small lizards about in the bathroom, front balcony and outdoor shower which I wasn't keen on but no fault at all of the resort obviously of their existence there.","title: A very nice and comfortable resort with great facilities. liked: Location was great, far enough from the main thoroughfare but close enough of you want to go to the main food attractions just a comfortable stroll to get there. The breakfast served at the restaurant each morning was really nice and well balanced. disliked: The internet TV connection was not working but fortunately could access internet on our phones and laptop with the resort WiFi. Being in the tropics there was gheko and small lizards about in the bathroom, front balcony and outdoor shower which I wasn't keen on but no fault at all of the resort obviously of their existence there.","title: A very nice and comfortable resort with great facilities. liked: Location was great, far enough from the main thoroughfare but close enough of you want to go to the main food attractions just a comfortable stroll to get there. The breakfast served at the restaurant each morning was really nice and well balanced. disliked: The internet TV connection was not working but fortunately could access internet on our phones and laptop with the resort WiFi. Being in the tropics there was gheko and small lizards about in the bathroom, front balcony and outdoor shower which I wasn't keen on but no fault at all of the resort obviously of their existence there.",1,0,
Petra,Australia,Bungalow with Garden View,2 nights,Solo traveller,11-04-2023 00:00:00,Gorgeous Balinese style bungalows set in beautiful gardens.,8.0,en,"Garden oasis, private, Balinese style accommodation, clean and tidy, great pool, beautiful views of the ocean. No issues in dining room regarding meal service. Lovely staff. I really liked having a large gecko as a room mate","Wi-Fi only available in bungalows, not in public areas.... Guests must refill their water bottles in the dining room. There is only one refilling station. Don't understand why these filling stations are not in each individual bungalow..... The accommodation is cheap but the food is expensive with large selection of western style foods and limited Balinese options - but it's good. Due to position of property you really need your own transport if you want to get something else..... The air conditioning in the room was good but when lying in bed the air flow is on my face. Tried redirecting airflow but the position is opposite bed. When trying to sleep, the air con is annoying so have to turn off. Then it gets hot during the night and have to turn back on. Then turn off again because the air flow is on my face/head.... The bed was 2 single beds pushed together so could not spread out in the bed. It was very uncomfortable in the middle","title: Gorgeous Balinese style bungalows set in beautiful gardens. liked: Garden oasis, private, Balinese style accommodation, clean and tidy, great pool, beautiful views of the ocean. No issues in dining room regarding meal service. Lovely staff. I really liked having a large gecko as a room mate. disliked: Wi-Fi only available in bungalows, not in public areas.... Guests must refill their water bottles in the dining room. There is only one refilling station. Don't understand why these filling stations are not in each individual bungalow..... The accommodation is cheap but the food is expensive with large selection of western style foods and limited Balinese options - but it's good. Due to position of property you really need your own transport if you want to get something else..... The air conditioning in the room was good but when lying in bed the air flow is on my face. Tried redirecting airflow but the position is opposite bed. When trying to sleep, the air con is annoying so have to turn off. Then it gets hot during the night and have to turn back on. Then turn off again because the air flow is on my face/head.... The bed was 2 single beds pushed together so could not spread out in the bed. It was very uncomfortable in the middle.","title: Gorgeous Balinese style bungalows set in beautiful gardens. liked: Garden oasis, private, Balinese style accommodation, clean and tidy, great pool, beautiful views of the ocean. No issues in dining room regarding meal service. Lovely staff. I really liked having a large gecko as a room mate. disliked: Wi-Fi only available in bungalows, not in public areas.... Guests must refill their water bottles in the dining room. There is only one refilling station. Don't understand why these filling stations are not in each individual bungalow..... The accommodation is cheap but the food is expensive with large selection of western style foods and limited Balinese options - but it's good. Due to position of property you really need your own transport if you want to get something else..... The air conditioning in the room was good but when lying in bed the air flow is on my face. Tried redirecting airflow but the position is opposite bed. When trying to sleep, the air con is annoying so have to turn off. Then it gets hot during the night and have to turn back on. Then turn off again because the air flow is on my face/head.... The bed was 2 single beds pushed together so could not spread out in the bed. It was very uncomfortable in the middle.",1,0,
Louise,Australia,Two Bedroom Villa with Ocean View,4 nights,Family,10-31-2023 00:00:00,"Beauitful location, friendly and helpful staff",9.0,en,I think Gajah Mina was the best location we've had even after travelling around Bali for 6 months. We stayed in one of the wooden villas overlooking the ocean and the sunset views were exceptional!,,"title: Beauitful location, friendly and helpful staff. liked: I think Gajah Mina was the best location we've had even after travelling around Bali for 6 months. We stayed in one of the wooden villas overlooking the ocean and the sunset views were exceptional!","title: Beauitful location, friendly and helpful staff. liked: I think Gajah Mina was the best location we've had even after travelling around Bali for 6 months. We stayed in one of the wooden villas overlooking the ocean and the sunset views were exceptional!",0,0,
Elizabeth,South Africa,Bungalow with Garden View,3 nights,Solo traveller,10-30-2023 00:00:00,"Beautiful, peaceful - just lovely",8.0,en,"I loved the location, the gardens & the beautiful swimming pool",,"title: Beautiful, peaceful - just lovely. liked: I loved the location, the gardens & the beautiful swimming pool.","title: Beautiful, peaceful - just lovely. liked: I loved the location, the gardens & the beautiful swimming pool.",0,0,
Morgan,United Kingdom,Two Bedroom Villa with Garden View,3 nights,Family,10-20-2023 00:00:00,Nice and quiet,7.0,en,"Ari was an excellent host who made sure we were comfortable. The secret bay beach is clean, safe and great for infants to explore.",The 2 bed villa could do with being cleaned a bit more thoroughly and all amenities to be in working order.,"title: Nice and quiet. liked: Ari was an excellent host who made sure we were comfortable. The secret bay beach is clean, safe and great for infants to explore. disliked: The 2 bed villa could do with being cleaned a bit more thoroughly and all amenities to be in working order.","title: Nice and quiet. liked: Ari was an excellent host who made sure we were comfortable. The secret bay beach is clean, safe and great for infants to explore. disliked: The 2 bed villa could do with being cleaned a bit more thoroughly and all amenities to be in working order.",0,0,
Maher,Australia,Superior Room,1 night,Solo traveller,10-05-2023 00:00:00,Relaxing.,8.0,en,"Peaceful leafy grounds, a nice pool and restaurant, and helpful staff.",,"title: Relaxing. liked: Peaceful leafy grounds, a nice pool and restaurant, and helpful staff.","title: Relaxing. liked: Peaceful leafy grounds, a nice pool and restaurant, and helpful staff.",0,0,
Sarah,Australia,Superior Room,4 nights,Couple,09-30-2023 00:00:00,Gajah Mina Break,9.0,en,Excellent value for money with a beautiful location. Stunning gardens,,title: Gajah Mina Break. liked: Excellent value for money with a beautiful location. Stunning gardens.,title: Gajah Mina Break. liked: Excellent value for money with a beautiful location. Stunning gardens.,0,0,
Julie-anne,Australia,Superior Room,2 nights,Couple,09-22-2023 00:00:00,Lovely accommodation in a quieter part of Bali with spectacular views. Excellent value for money.,8.0,en,"Lovely location, great swimming pool.","It can be difficult to get the attention of restaurant staff when you are sitting in the outdoor area. The staff were generally behind the counter at the back of the restaurant and had poor visibility of the outside area, where most guests prefer to sit.","title: Lovely accommodation in a quieter part of Bali with spectacular views. Excellent value for money. liked: Lovely location, great swimming pool. disliked: It can be difficult to get the attention of restaurant staff when you are sitting in the outdoor area. The staff were generally behind the counter at the back of the restaurant and had poor visibility of the outside area, where most guests prefer to sit.","title: Lovely accommodation in a quieter part of Bali with spectacular views. Excellent value for money. liked: Lovely location, great swimming pool. disliked: It can be difficult to get the attention of restaurant staff when you are sitting in the outdoor area. The staff were generally behind the counter at the back of the restaurant and had poor visibility of the outside area, where most guests prefer to sit.",0,0,
Shelley,Australia,Honeymoon Suite,3 nights,Couple,09-11-2023 00:00:00,Good,7.0,en,The view from the honeymoon suite is awesome. The staff were wonderful.,The room needed a good clean. Not enough hot water to use the spa and only a hand held shower,title: Good. liked: The view from the honeymoon suite is awesome. The staff were wonderful. disliked: The room needed a good clean. Not enough hot water to use the spa and only a hand held shower.,title: Good. liked: The view from the honeymoon suite is awesome. The staff were wonderful. disliked: The room needed a good clean. Not enough hot water to use the spa and only a hand held shower.,0,0,
