text,trip,title,images,rating,language,reviewer,review_id,like_count,review_tip,subratings,review_link,is_translated,owner_response,created_at_date,original_language,published_at_date,stay_date,trip_type,reviewer_name,reviewer_avatar
"A little hard to locate, the turn off looks like a driveway. But once you find this hotel, you will never want to leave! Warm welcome, lovely staff, beautiful room with lots of traditional furniture. There's yoga and surfing available, and the outdoor dining area overlooking the beach is a sight alone! Highly recommend, I hope to come back myself for a longer stay next time.","{""stay_date"": ""2016-10-31"", ""trip_type"": ""solo""}",Hidden gem!,[],4,en,"{""name"": ""kylzurr"", ""avatar"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ba/c5/6f/kylzurr.jpg"", ""hometown"": null, ""username"": ""kylzurr"", ""is_verified"": false, ""reviewer_id"": ""8483BBC6CD1263BE7BF465EBBDFE5B76"", ""profile_link"": ""https://www.tripadvisor.com/Profile/kylzurr"", ""contribution_count"": 51}",469263570,0,,"[{""name"": ""cleanliness"", ""label"": ""Cleanliness"", ""rating"": 5}, {""name"": ""service"", ""label"": ""Service"", ""rating"": 5}, {""name"": ""sleep_quality"", ""label"": ""Sleep Quality"", ""rating"": 5}]",https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r469263570-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi Kylzurr,\n\nThank you for your kind testimonial. We are so happy to hear that you had a blast here in Balian Beach. again, thank you and wishing you a safe travel home.\n\n- Pondok Pitaya - "", ""language"": ""en"", ""response_id"": 477302571, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2017-04-20"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2017-03-22,en,2017-03-22,,,,
"Recently stayed at Pondok Pitaya for two weeks and enjoyed every minute. A lovely Boutique Hotel that caters to all with emphasis on visitors who enjoy Surfing (without the crowds), Yoga or just peace and tranquility without the hectic pace of places like Kuta.
Situated in the quaint village of Balian with excellent surf at your front door.  The staff and management are exceptional and go out of their way to make you feel welcome. I wish to express my sincere appreciation to Darius (General Manager) who is doing an outstanding job in overseeing the day to day operations of this lovely hotel. I am in the hospitality industry and therefor appreciate the fine work that the staff and management dedicate to their guests.  The restaurant offers excellent food as well as a quaint oceanfront Sushi Bar which is outstanding.  I cant say enough about Pondok
Pitaya it was EXCEPTIONAL and I am already looking forward to returning for a few weeks next year.","{""stay_date"": ""2017-02-28"", ""trip_type"": ""family""}",One of the best kept secrets in Bali!,[],5,en,"{""name"": ""Sunburst Motel"", ""avatar"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/4c/7a/67/gilligan911.jpg"", ""hometown"": {""location_name"": ""Seaside Heights"", ""tripadvisor_entity_id"": 46809, ""location_name_detailed"": ""Seaside Heights, New Jersey""}, ""username"": ""Sunburst1n2"", ""is_verified"": false, ""reviewer_id"": ""E0D7C1196922FE7C909CAF172ADD60B5"", ""profile_link"": ""https://www.tripadvisor.com/Profile/Sunburst1n2"", ""contribution_count"": 20}",464475686,0,,"[{""name"": ""rooms"", ""label"": ""Rooms"", ""rating"": 5}, {""name"": ""location"", ""label"": ""Location"", ""rating"": 5}, {""name"": ""service"", ""label"": ""Service"", ""rating"": 5}]",https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r464475686-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi Gilligan911,\n\nThank you so much for the kind and detailed testimonial for the hotel. We are so glad to hear that you had a great time here with us and thank you for being so great with the staff. We hope to see you again in the near future. Please send our regards to Mrs.Giligan911, im sure she is worried sick her husband is having too much fun with his son MIA half way around the world.\n\n- Pondok Pitaya -"", ""language"": ""en"", ""response_id"": 464900443, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2017-03-06"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2017-03-04,en,2017-03-05,,,,
"We didn't stay at this hotel but ended up eating there and hanging out at their pool several times. The ambience and decor are extremely nice and it is located right in front of the surf, no other hotel is that close. 

The food was decent and the staff very friendly.","{""stay_date"": ""2017-01-31"", ""trip_type"": ""family""}",Beautiful Place and Decent Food,[],4,en,"{""name"": ""Jose C"", ""avatar"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg"", ""hometown"": null, ""username"": ""P3589ZMjosec"", ""is_verified"": false, ""reviewer_id"": ""C45F334551B1AE69220BE7FBD72745AB"", ""profile_link"": ""https://www.tripadvisor.com/Profile/P3589ZMjosec"", ""contribution_count"": 14}",458315429,0,,[],https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r458315429-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Thank you for your testimonial Jose. We hope to see you again in the future, have a safe travel. Thank you for spending time with us.\n\n- Pondok Pitaya -"", ""language"": ""en"", ""response_id"": 459044530, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2017-02-13"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2017-02-09,en,2017-02-10,,,,
"We enjoyed staying at this hotel for the 4 nights we were in Balian. The location is amazing, right in front of the surf break. You could even see the waves from our room which was a plus so we could see if the surf was good. Be sure to get a room with AC, it's super hot here during the day! 

The restaurant menu had lots of variety. The food is good. We ate here for every meal. 

Yoga classes are available twice a day, morning and evening. The yoga is legit, but be prepared to sweat! 

Having the pool close to the beach was nice, though you can't see the ocean when you're in it - would've been a perfect spot for an infinity pool! The cushions for the pool lounge chairs are due for a change as well as the pool towels (most likely stained from the dark sand). 

One thing that really stood out was the use of moth balls everywhere. The rooms and the public washrooms smelled strongly of them. For those with an aversion to the scent, beware. 

","{""stay_date"": ""2016-11-30"", ""trip_type"": ""couples""}",Perfect location for surfing,[],4,en,"{""name"": ""GBald0"", ""avatar"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg"", ""hometown"": {""location_name"": ""Whistler"", ""tripadvisor_entity_id"": 154948, ""location_name_detailed"": ""Whistler, Canada""}, ""username"": ""GBald0"", ""is_verified"": false, ""reviewer_id"": ""B4BEE7F7491722F0086A1B35F2D5EABB"", ""profile_link"": ""https://www.tripadvisor.com/Profile/GBald0"", ""contribution_count"": 17}",436336932,0,,[],https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r436336932-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi GB,\n\nThank you for your feed back and testimonials. I will surely pass on your input to all of our department to make things better for our future guests. We are so happy to hear that you had a great stay here in Balian Beach. Until next time, i wish you a very safe travel and have a great day.\n\n- Pondok Pitaya - "", ""language"": ""en"", ""response_id"": 438413743, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2016-11-19"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2016-11-11,en,2016-11-12,,,,
"The rooms are very close to the beach, quiet place< very good with family, awesome place to walk at the beach, good river to across and swim.
i already spent time with my famlily there many times and my kids love it, good place to explore, good food, awesome garden to relax... guys... it is very worthy... around 1.5 hours from Denpasar but the way is very good too... nice rice field on the way... usually i stop at hardys Tabanan o eat and buy some foods... good thing to do also...","{""stay_date"": ""2016-09-30"", ""trip_type"": ""couples""}",Amazing View,[],4,en,"{""name"": ""EderBali2015"", ""avatar"": null, ""hometown"": {""location_name"": ""Denpasar"", ""tripadvisor_entity_id"": 297694, ""location_name_detailed"": ""Denpasar, Indonesia""}, ""username"": ""EderBali2015"", ""is_verified"": false, ""reviewer_id"": ""86E5BC92A6D3020D0B49B8E5D830763E"", ""profile_link"": ""https://www.tripadvisor.com/Profile/EderBali2015"", ""contribution_count"": 1}",434170174,0,rigth side,"[{""name"": ""value"", ""label"": ""Value"", ""rating"": 3}, {""name"": ""service"", ""label"": ""Service"", ""rating"": 4}, {""name"": ""sleep_quality"", ""label"": ""Sleep Quality"", ""rating"": 5}]",https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r434170174-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi EB,\n\nThank you for your kind testimonial, we are very happy to hear that you really had a good time here in Balian Beach. Thank you for your detailed words and we hope to see you again in the near future. Until next time and have a safe travel\n\n- Pondok Pitaya -"", ""language"": ""en"", ""response_id"": 436264288, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2016-11-11"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2016-11-03,en,2016-11-03,,,,
Love this place. Great beachfront cabins at reasonable price. Very good food and bar area with delightful staff. Four or five days is probably enough if you are not surfing. It is very good with kids as the pool and lawn area is just in front of the cabins and right on the beach. Tends to be a mix of families staying there along with surfers off all ages. Just a few minutes walk up to the main village where you can eat great local food for 'next to nothing'.,"{""stay_date"": ""2016-08-31"", ""trip_type"": ""family""}","Surf, yoga, kid friendly and touch of real Bali",[],5,en,"{""name"": ""stephenmoran4"", ""avatar"": null, ""hometown"": {""location_name"": ""Melbourne"", ""tripadvisor_entity_id"": 255100, ""location_name_detailed"": ""Melbourne, Australia""}, ""username"": ""stephenmoran4"", ""is_verified"": false, ""reviewer_id"": ""94E5F577E9E2EE973D12850BDB8D3578"", ""profile_link"": ""https://www.tripadvisor.com/Profile/stephenmoran4"", ""contribution_count"": 5}",417769560,0,,"[{""name"": ""value"", ""label"": ""Value"", ""rating"": 5}, {""name"": ""rooms"", ""label"": ""Rooms"", ""rating"": 4}, {""name"": ""service"", ""label"": ""Service"", ""rating"": 5}]",https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r417769560-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi Stephen,\n\nThank you for your feed back. We are always constantly trying to keep everyone happy, thanks for being great and thanks for spending time with us. We just finished making our swing on the far end of the resort. If by any chance you are here again, dont be shy to have a go at it. Until next time and have a safe travel.\n\n- Pondok Pitaya -"", ""language"": ""en"", ""response_id"": 423712006, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2016-09-30"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2016-09-13,en,2016-09-13,,,,
"If your a surfer or a girlfriend of a surfer it is a good spot right in front of the waves to sit by the pool and watch the surfers. 
We stayed in a upstairs river suite room. We had to ask to change to a different room after the first night as the wall are paper thin and could here every word the couple next door were saying , his snoring kept me awake all night! 
They were happy to change our room with no one beside us. 
Shower temp was frustrating as either hot or cold.","{""stay_date"": ""2016-09-30"", ""trip_type"": ""couples""}",Great for watching the surfers,"[""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/e7/13/aa/photo0jpg.jpg"", ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/e7/13/ab/photo1jpg.jpg"", ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/e7/13/ac/photo2jpg.jpg""]",3,en,"{""name"": ""Shelley p"", ""avatar"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/51/47/0f/shelley-p.jpg"", ""hometown"": {""location_name"": ""Gold Coast"", ""tripadvisor_entity_id"": 255337, ""location_name_detailed"": ""Gold Coast, Australia""}, ""username"": ""michellep121"", ""is_verified"": false, ""reviewer_id"": ""92F430DE4FFA4143627088F9ED0BDC1A"", ""profile_link"": ""https://www.tripadvisor.com/Profile/michellep121"", ""contribution_count"": 288}",416672158,0,,[],https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r416672158-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi Shelly,\n\nThank you for your feed back. Apology if the first night wasnt a pleasant experience for you. I will pass on the shower feed back to our engineering department. Thank you for spending time here with us, and we look forward to see you in the near future. Until then, have a safe travel.\n\n- Pondok Pitaya -"", ""language"": ""en"", ""response_id"": 417304702, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2016-09-12"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2016-09-10,en,2016-09-10,,,,
This place is the place to stay everything u need for a surfing getaway the staff and the management are the greatest ppl u will meet alway will go out of there way to help u with your stay iv been there twice and will be back again next year keep up the good work crew see u all soon jd  ,"{""stay_date"": ""2016-08-31"", ""trip_type"": ""friends""}",Surfers heaven ,"[""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/d9/3a/fa/photo1jpg.jpg"", ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/d9/3a/fb/photo2jpg.jpg""]",5,en,"{""name"": ""JD S"", ""avatar"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg"", ""hometown"": null, ""username"": ""jds434"", ""is_verified"": false, ""reviewer_id"": ""F5CCC1CF1408CC60ECD82CD04213F8FB"", ""profile_link"": ""https://www.tripadvisor.com/Profile/jds434"", ""contribution_count"": 7}",415171451,1,,[],https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r415171451-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi JD!!\n\nThanks for the nice word!! We are happy to see you back here in Balian, I will pass on the credits to all the staffs. Please keep in touch and see you again on your next trip. Please send my regards to Mike too.\n\n- Pondok Pitaya -"", ""language"": ""en"", ""response_id"": 415971736, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2016-09-08"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2016-09-06,en,2016-09-06,,,,
"Stayed for two nights at the best location on beach at the end of the road in Balian. If you are a surfer, then definitely look no further.  
Friendly staffs all around from the gardeners, housekeepers, and the restaurants.  I also met the General Manager, Mr. Darius Sadeli who I believe might know every single in-house guest as he chits chats from one table to another during dinner time.  He definitely has a great personality and customer service skilll!
Excellent food - if I could suggest, try the Tower Burger!  Ahhh-mazing!  
And don't forget to try the Jitu apple cider!!
Will definitely come back before the end of the year!  
Thank you Pondok Pitaya!","{""stay_date"": ""2016-08-31"", ""trip_type"": ""couples""}",a paradise at a quiet location,[],5,en,"{""name"": ""Gary Galias"", ""avatar"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg"", ""hometown"": null, ""username"": ""garygalias"", ""is_verified"": false, ""reviewer_id"": ""2244D57149780C7C50080E83CF499BF6"", ""profile_link"": ""https://www.tripadvisor.com/Profile/garygalias"", ""contribution_count"": 6}",406985699,1,,"[{""name"": ""rooms"", ""label"": ""Rooms"", ""rating"": 5}, {""name"": ""service"", ""label"": ""Service"", ""rating"": 5}, {""name"": ""sleep_quality"", ""label"": ""Sleep Quality"", ""rating"": 5}]",https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r406985699-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi Gary,\n\nThanks so much for spending time here with us. We are very happy to hear that you speak highly towards our Tower Burger, it is design for a big stomach after a long physical activity. Very unfortunate that the weather is not permitting for the waterfall trip. We hope to see you again with your lovely girl friend. Please make your self at home.\n\n- Pondok Pitaya - "", ""language"": ""en"", ""response_id"": 409058235, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2016-08-23"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2016-08-18,en,2016-08-19,,,,
"Very friendly accommodating staff, very comfortable and inviting with a beautiful atmosphere.  Excellent food and cold Bintang. Great surfing spot. Ideal for groups of friends and families.  Awesome views of the ocean.","{""stay_date"": ""2016-08-31"", ""trip_type"": ""family""}",Great location for surfing and relaxing,[],5,en,"{""name"": ""_juliemunday55"", ""avatar"": null, ""hometown"": {""location_name"": ""Perth"", ""tripadvisor_entity_id"": 255103, ""location_name_detailed"": ""Perth, Australia""}, ""username"": ""_juliemunday55"", ""is_verified"": false, ""reviewer_id"": ""677908CC2BF521BE9565816C24442142"", ""profile_link"": ""https://www.tripadvisor.com/Profile/_juliemunday55"", ""contribution_count"": 3}",405153707,0,Happy House for Happy Bungalow times with family,"[{""name"": ""rooms"", ""label"": ""Rooms"", ""rating"": 5}, {""name"": ""cleanliness"", ""label"": ""Cleanliness"", ""rating"": 5}, {""name"": ""service"", ""label"": ""Service"", ""rating"": 5}]",https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r405153707-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Thank you for your kind testimonial Julie, we hope to see you again in the near future.\n\n- Pondok Pitaya -"", ""language"": ""en"", ""response_id"": 409057409, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2016-08-23"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2016-08-14,en,2016-08-14,,,,
"I spent 2 nights in Pondok Pitaya. I don't quite sure what to expect from a surfer hotel since i don't surf. But, it's actually very great experience for me. I stayed in the back building. Luckily they gave me the first floor room. So, every morning i can stare at the beautiful view of the garden while sipping my Hot Teh Tarik in the balcony and I could still catch a glimpse of sunrise. The room was okay. Mine's equipped with Air Con. I dont think it's needed since Balian is a bit cold at night for me. No telephone in the room so you really need to get out of the room to order something at the restaurant or (i guess) you can use your local number to call the room service.
The hotel's just one step away from the beach. You can see people surf the wave from the restaurant. The food is great. If only they have Grilled Squid on the menu. 
The beach's is stunning. It almost feels like a private beach coz it's the only hotel who have direct access. You can jog or have a stroll while waiting for the sunset there.
Over all its an amazing location for a relaxing stay. Great place, friendly staff, great food (my tummy's happy!). I couldn't ask for more. A recommended hotel for solo, with friends or family and even for couples.","{""stay_date"": ""2016-07-31"", ""trip_type"": ""solo""}",Relaxing stay,[],4,en,"{""name"": ""redhia"", ""avatar"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg"", ""hometown"": {""location_name"": ""Bali"", ""tripadvisor_entity_id"": 294226, ""location_name_detailed"": ""Bali, Indonesia""}, ""username"": ""redhia"", ""is_verified"": false, ""reviewer_id"": ""2A12942D304123ADEE2B166EB6CA72D0"", ""profile_link"": ""https://www.tripadvisor.com/Profile/redhia"", ""contribution_count"": 1}",396523189,2,Go for the room with ocean view!,"[{""name"": ""rooms"", ""label"": ""Rooms"", ""rating"": 3}, {""name"": ""service"", ""label"": ""Service"", ""rating"": 4}, {""name"": ""sleep_quality"", ""label"": ""Sleep Quality"", ""rating"": 4}]",https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r396523189-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi Redhia,\n\nThank you for your testimonial, we are very happy to hear that you had a great time staying with us. I will most definitely pass on your feed back to the kitchen to regarding the grilled squid. Again, we look forward to have you here in the near future with your other girl mates. Have a safe travel.\n\n- Pondok Pitaya - "", ""language"": ""en"", ""response_id"": 397747101, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2016-07-27"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2016-07-25,en,2016-07-25,,,,
"We stayed at the Pondok Pitaya for 5 nights. The hotel has a Balinese feel and is located right on the beach at the end of a road that runs through the local village. A local river also runs into the sea adjacent to the hotel. Balian is very quiet and being a rural area, has no 'nightlife' or shops.  If you're not into surfing or yoga, bring a good book ........ or perhaps several - and it can be a very relaxing holiday.
Balian is approximately 2 hours up the west coast from Legian. It is primarily a surfing spot and this hotel has tended to cater for that market through comfortable but basic rooms for surfers. However it appears to be attempting to expand its appeal and now also has more comfortable accommodation behind the basic beachfront units. We stayed in this newer accommodation (known as the 'River Suites'). There are Ground and First Floor Levels - and they've been constructed of timber recycled from old fishing boats. It's a clever bit of eco-friendly building work and looks great. Ensuites come with each room and these are open air with privacy walls. Our room was large and airy with good ventilation and A/C if required. No fridge or kettle is provided.
Yoga is held in the morning and afternoon at the hotel. The classes are conducted in a pavilion in the middle of the well maintained gardens adjacent to the beach. 
The hotel has a cafe and bar area and the food is quite good and not expensive. Breakfast was included in our tariff and we had a set choice of a 'Healthy', 'Local' or 'Western' breakfast. We had the 'Healthy' each morning and it was fresh and enjoyable.  The hotel also has an attractive pool area and sun lounges adjacent to the beach.
The staff were very friendly and helpful.
Across the road from the hotel and overlooking the beach is the cafe, 'Sushi Surf'. Good sushi; not expensive and a great view of the surf. 
Just up the hill about 50 metres from 'Sushi Surf' is the more traditional 'Deki's Warung'. Good local food at very reasonable prices in a friendly casual atmosphere - and again, with a great view of the surf.
The costs were reasonable and I'm happy to recommend this hotel if you're going to Balian.","{""stay_date"": ""2016-06-30"", ""trip_type"": ""couples""}",Stunning surfing location and relaxing stay,[],4,en,"{""name"": ""David M"", ""avatar"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/77/0f/4e/david-m.jpg"", ""hometown"": {""location_name"": ""Bellingen"", ""tripadvisor_entity_id"": 488319, ""location_name_detailed"": ""Bellingen, Australia""}, ""username"": ""davidmU8011WO"", ""is_verified"": false, ""reviewer_id"": ""858D7C540A65666FDCE1743A16F31006"", ""profile_link"": ""https://www.tripadvisor.com/Profile/davidmU8011WO"", ""contribution_count"": 48}",392289493,2,Upstairs rooms in the River Suites get a better breeze from the sea and more natural light.,"[{""name"": ""value"", ""label"": ""Value"", ""rating"": 4}, {""name"": ""cleanliness"", ""label"": ""Cleanliness"", ""rating"": 4}, {""name"": ""service"", ""label"": ""Service"", ""rating"": 4}]",https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r392289493-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi David,\n\nThank you for your kind testimonial. My staff cannot stop talking about you how great you are to them. Again, thank you for spending time with us and we are very happy to hear that you had a great time here with us. Its a well written testimonial, again thank you on behalf of the hotel and the staff for being awesome.\n\nhave a safe travel and we hope to se you soon.\n\n- Pondok Pitaya -"", ""language"": ""en"", ""response_id"": 393071638, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2016-07-16"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2016-07-13,en,2016-07-14,,,,
"We have just spent 6 days at Pondok Pitaya with our three surf crazy children (16, 16 & 12) & after reading mixed reviews & being used to 5 star accommodation I wasn't quite sure what to expect!! 

We absolutely loved it!!

We stayed in the huge Happy House & were extremely happy!! With no aircon (which I hate anyway) & only fans & mosquito nets I was curious how we would go on the first night! I sprayed all our beds inside the nets before we went to sleep every night & we didn't have one mosquito!! It was so lovely & cool that I had to turn our bedroom fan off during the night - perfect!

Our large fridge meant we could stock up on water & drinks for the family & with 2 large bathrooms (very rustic but all part of the charm) there was plenty of room for all of us. Or house had 6 beds & could sleep 10 people.

We loved the fact that we could spend the day lying on the lilo, swimming & watching the boys surf. Pondok Pitaya is right on the beach & smack bang in front of the surf break - best position in Balian.

We found the staff very friendly, lovely massages & thought the food was well priced & delicious. We loved the 3 choices for breakfast as honestly how much food can you eat from a buffet breakfast without it all going to waste?? The 3 choices were perfect - Healthy (fruit salad with granola & yoghurt & eggs any style & toast), Indonesian (huge Mie or Nasi Goreng) or Western (full cooked breakfast).  All came with fresh juice and tea or coffee. Once again perfect!!!

All up we loved our 6 day stay & will definitely be back next year ","{""stay_date"": ""2016-07-31"", ""trip_type"": ""family""}",Surfing Paradise,"[""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ec/27/58/breakfast.jpg"", ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ec/27/59/breakfast.jpg""]",4,en,"{""name"": ""LovingLife"", ""avatar"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/eb/1c/0b/caption.jpg"", ""hometown"": {""location_name"": ""Perth"", ""tripadvisor_entity_id"": 255103, ""location_name_detailed"": ""Perth, Australia""}, ""username"": ""tamaraline3"", ""is_verified"": false, ""reviewer_id"": ""745C67B67A174D530141B0EB37D515CC"", ""profile_link"": ""https://www.tripadvisor.com/Profile/tamaraline3"", ""contribution_count"": 225}",390547919,0,,[],https://www.tripadvisor.com/ShowUserReviews-g608496-d1985543-r390547919-Pondok_Pitaya_Hotel_Surfing_and_Yoga-Tabanan_Bali.html,False,"{""text"": ""Hi Tamara,\n\nThank you for your kind testimonial, we are very happy to hear that you had a great time here with us. We only wish that all of our guest are happy while staying with us. I will make sure to pass this on to the staff to motivate them more in doing their work. Again, thank you and we look forward to have you here on your next trip.\n\n- Pondok Pitaya -"", ""language"": ""en"", ""response_id"": 391583535, ""profile_link"": ""https://www.tripadvisor.com/Profile/DSadeli"", ""published_date"": ""2016-07-12"", ""avatar_image_link"": ""https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg"", ""connection_to_place"": ""General Manager""}",2016-07-08,en,2016-07-09,,,,
