username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Tuan,Australia,Jungle Tent,1 night,Couple,12-25-2024 00:00:00,Very good,8.0,en,Beautiful setting. Wonderful view. Lovely staff. Wifi is super strong.,Wifi stops working after a few hours The mosque nearby has the music on from early morning til late at night. We need a better blanket.,title: Very good. liked: Beautiful setting. Wonderful view. Lovely staff. Wifi is super strong. disliked: Wifi stops working after a few hours The mosque nearby has the music on from early morning til late at night. We need a better blanket.,title: Very good. liked: Beautiful setting. Wonderful view. Lovely staff. Wifi is super strong. disliked: Wifi stops working after a few hours The mosque nearby has the music on from early morning til late at night. We need a better blanket.,2,0,
Desi,Indonesia,Jungle Tent,1 night,Couple,09-02-2024 00:00:00,I had the best weekends and stay! Thank you ❤️,10.0,en-us,"It’s view, absolute stunning. The staff were very friendly, super clean as well!!","They currently don't have a complete kitchen set, but the owner is very responsive and provided the information in advance. They’ll soon be adding a hot jacuzzi and a grill set.","title: I had the best weekends and stay! Thank you ❤️. liked: It’s view, absolute stunning. The staff were very friendly, super clean as well!! disliked: They currently don't have a complete kitchen set, but the owner is very responsive and provided the information in advance. They’ll soon be adding a hot jacuzzi and a grill set.","title: I had the best weekends and stay! Thank you ❤️. liked: It’s view, absolute stunning. The staff were very friendly, super clean as well!! disliked: They currently don't have a complete kitchen set, but the owner is very responsive and provided the information in advance. They’ll soon be adding a hot jacuzzi and a grill set.",0,0,
Dwi,Indonesia,Jungle Tent,1 night,Couple,11-03-2025 00:00:00,A very comfortable place with a calming atmosphere.,7.0,en-us,I dont take a breakfast,Enhance the lake view by trimming the trees that obstruct it.,title: A very comfortable place with a calming atmosphere. liked: I dont take a breakfast. disliked: Enhance the lake view by trimming the trees that obstruct it.,title: A very comfortable place with a calming atmosphere. liked: I dont take a breakfast. disliked: Enhance the lake view by trimming the trees that obstruct it.,0,0,
Arno,Germany,Jungle Tent,1 night,Solo traveller,08-08-2025 00:00:00,No need to go : you won‘t sleep because of the chanting,5.0,en,"Garden is butiful, tjat’s it. Noisy environment: didn‘t sleep very well and much",Noisy environment: didn‘t sleep very well and much.,"title: No need to go : you won‘t sleep because of the chanting. liked: Garden is butiful, tjat’s it. Noisy environment: didn‘t sleep very well and much. disliked: Noisy environment: didn‘t sleep very well and much.","title: No need to go : you won‘t sleep because of the chanting. liked: Garden is butiful, tjat’s it. Noisy environment: didn‘t sleep very well and much. disliked: Noisy environment: didn‘t sleep very well and much.",0,0,
Abrie,South Africa,Jungle Tent,2 nights,Couple,06-29-2025 00:00:00,Not suitable for Western tourists,4.0,en-us,"Nice concept, but not well executed. Great view, very central. Walking distance from attractions.","This venue is not geared for Western tourism at all. Staff were friendly, but communication was really bad. I really found the lack of a sheet on the bed unacceptable, we had to sleep directly under the blanket. Who knows who has been sleeping under that same blanket before. Green lava lake view allowed guests to book in next to us, with great noise, at 12 at night, waking us and keeping us awake until after 1. They also allowed a party of about 15 people to form from 7 the next morning, with loud music and loud talking. These people were locals, clearly not all staying at the venue. This completely compromised our privacy, moving between the tent and the bathroom. If the tents are designed for 2 people, how can this be allowed? Of course the problem with the tents is that they are not soundproof. We left as soon as we could.","title: Not suitable for Western tourists. liked: Nice concept, but not well executed. Great view, very central. Walking distance from attractions. disliked: This venue is not geared for Western tourism at all. Staff were friendly, but communication was really bad. I really found the lack of a sheet on the bed unacceptable, we had to sleep directly under the blanket. Who knows who has been sleeping under that same blanket before. Green lava lake view allowed guests to book in next to us, with great noise, at 12 at night, waking us and keeping us awake until after 1. They also allowed a party of about 15 people to form from 7 the next morning, with loud music and loud talking. These people were locals, clearly not all staying at the venue. This completely compromised our privacy, moving between the tent and the bathroom. If the tents are designed for 2 people, how can this be allowed? Of course the problem with the tents is that they are not soundproof. We left as soon as we could.","title: Not suitable for Western tourists. liked: Nice concept, but not well executed. Great view, very central. Walking distance from attractions. disliked: This venue is not geared for Western tourism at all. Staff were friendly, but communication was really bad. I really found the lack of a sheet on the bed unacceptable, we had to sleep directly under the blanket. Who knows who has been sleeping under that same blanket before. Green lava lake view allowed guests to book in next to us, with great noise, at 12 at night, waking us and keeping us awake until after 1. They also allowed a party of about 15 people to form from 7 the next morning, with loud music and loud talking. These people were locals, clearly not all staying at the venue. This completely compromised our privacy, moving between the tent and the bathroom. If the tents are designed for 2 people, how can this be allowed? Of course the problem with the tents is that they are not soundproof. We left as soon as we could.",0,0,
Ecarot,Australia,Jungle Tent with Jacuzzi Access,1 night,Couple,12-22-2024 00:00:00,Very poor,2.0,en,"Very disappointing, not at all suitable in case of rain, terrace full of water, chairs full of water. 2 ridiculous little blankets to sleep on, they used 2 chainsaw until 11pm to cut down a 40 meter tree which threatens to crash into one of the tents, quick apologies... OVERPRICED!!!!!!",,"title: Very poor. liked: Very disappointing, not at all suitable in case of rain, terrace full of water, chairs full of water. 2 ridiculous little blankets to sleep on, they used 2 chainsaw until 11pm to cut down a 40 meter tree which threatens to crash into one of the tents, quick apologies... OVERPRICED!!!!!!","title: Very poor. liked: Very disappointing, not at all suitable in case of rain, terrace full of water, chairs full of water. 2 ridiculous little blankets to sleep on, they used 2 chainsaw until 11pm to cut down a 40 meter tree which threatens to crash into one of the tents, quick apologies... OVERPRICED!!!!!!",0,0,"Subject: Sincere Apologies for Your Recent Stay Dear Ecarot, Thank you for choosing to stay with us at Glamping Green Lava. We deeply appreciate your support and value your feedback. We sincerely apologize for any inconvenience caused during your stay, particularly with regards to the facilities not meeting your expectations and the noise from the nearby tree cutting. While the latter is unfortunately beyond our control, we understand how it may have disrupted the serene experience we strive to provide. Please rest assured that we are taking steps to improve our services and address the issues within our capacity. Your comfort and satisfaction are our top priorities, and we genuinely regret that this visit fell short of our usual standards. We hope you will give us another opportunity to provide you with the exceptional experience you deserve. If there’s anything we can do to make amends or assist further, please don’t hesitate to let us know. Warm regards, Wahyu Amerta Glamping Green Lava Management Team"
Evgenii,Indonesia,Jungle Tent with Jacuzzi Access,1 night,Couple,12-04-2024 00:00:00,were dissatisfied,4.0,en,"clean, modern, good cozy light.","Unfortunately, I can highlight a sufficient number of disadvantages: - we took cabin 1, with a jacuzzi and breakfast included. we were told that the jacuzzi only has cold water and that means its use is useless. Breakfast was included, but no one came to us and offered it, it turns out we just paid for these additional services. - there was no hot water in the shower - there are a lot of flies from 6 am, it’s impossible to sleep, there are no means to fight them - There was no staff service, they just showed us the house and that’s it, no questions, etc., not once during the day did anyone contact us and ask how we were doing, and no one cared about our breakfast either","title: were dissatisfied. liked: clean, modern, good cozy light. disliked: Unfortunately, I can highlight a sufficient number of disadvantages: - we took cabin 1, with a jacuzzi and breakfast included. we were told that the jacuzzi only has cold water and that means its use is useless. Breakfast was included, but no one came to us and offered it, it turns out we just paid for these additional services. - there was no hot water in the shower - there are a lot of flies from 6 am, it’s impossible to sleep, there are no means to fight them - There was no staff service, they just showed us the house and that’s it, no questions, etc., not once during the day did anyone contact us and ask how we were doing, and no one cared about our breakfast either.","title: were dissatisfied. liked: clean, modern, good cozy light. disliked: Unfortunately, I can highlight a sufficient number of disadvantages: - we took cabin 1, with a jacuzzi and breakfast included. we were told that the jacuzzi only has cold water and that means its use is useless. Breakfast was included, but no one came to us and offered it, it turns out we just paid for these additional services. - there was no hot water in the shower - there are a lot of flies from 6 am, it’s impossible to sleep, there are no means to fight them - There was no staff service, they just showed us the house and that’s it, no questions, etc., not once during the day did anyone contact us and ask how we were doing, and no one cared about our breakfast either.",0,0,
Carola,Argentina,Jungle Tent,2 nights,Family,02-04-2026 00:00:00,Ideal para una experiencia inmersiva,10.0,es-ar,"La ubicación, la vista. Es literal estar en la naturaleza.",,"title: Ideal para una experiencia inmersiva. liked: La ubicación, la vista. Es literal estar en la naturaleza.",,0,0,
Annette,France,Jungle Tent,2 nights,Solo traveller,01-15-2026 00:00:00,"Original, relaxant à proximité du centre ville tout en étant au calme dans la nature",10.0,fr,Dormir sous la tente,,"title: Original, relaxant à proximité du centre ville tout en étant au calme dans la nature. liked: Dormir sous la tente.",,0,0,
Pamela,France,Jungle Tent,2 nights,Solo traveller,10-27-2025 00:00:00,Superb,9.0,fr,"Le calme, le lieu, la propreté de la tente",Il y a toutefois beaucoup de bruits le soir,"title: Superb. liked: Le calme, le lieu, la propreté de la tente. disliked: Il y a toutefois beaucoup de bruits le soir.",,0,0,
Enrico,Italy,Jungle Tent,2 nights,Couple,08-14-2025 00:00:00,Very good,8.0,it,"Molto bella e con vista bellissima, giardino molto curato","Di sera era molto freddo, serviva qualche coperta in più (una ce l’hanno fornita su richiesta). Forse servirebbe avvisare la clientela che di notte la temperatura scende e la tenda non tiene","title: Very good. liked: Molto bella e con vista bellissima, giardino molto curato. disliked: Di sera era molto freddo, serviva qualche coperta in più (una ce l’hanno fornita su richiesta). Forse servirebbe avvisare la clientela che di notte la temperatura scende e la tenda non tiene.",,0,0,
Schlömp,Germany,Jungle Tent,1 night,Solo traveller,11-15-2024 00:00:00,Superb,9.0,de,"schöne Anlage mit toller Aussicht auf den See. kleines, super schnuckeliges Café gleich gegenüber.",,"title: Superb. liked: schöne Anlage mit toller Aussicht auf den See. kleines, super schnuckeliges Café gleich gegenüber.",,0,0,
Lukas,Germany,Jungle Tent,2 nights,Solo traveller,10-11-2024 00:00:00,So idyllisch.,10.0,de,Extrem schön hier.,,title: So idyllisch. liked: Extrem schön hier.,,1,0,
Natacha,France,Jungle Tent with Jacuzzi Access,1 night,Couple,10-08-2024 00:00:00,Bonne expérience de glamping.,8.0,fr,"La tente est très bien équipée, la vue est magnifique. Simple mais joliment décoré. L'espace est bien pensé. Le personnel est agréable et disponible. De pas du temple.","Les tentes sont dans la nature mais près d'une route où les jeunes viennent faire du scooter donc c'est un peu bruyant. De plus il y a une mosquée pas loin donc il faut penser qu'il y a les appels à la prière. Dommage qu'il n'y ait pas un petit déjeuner de prévu. Pour dormir, il y a juste une couverture sur vous c'est un peu juste prévoyez un gilet j'espère que l'équipe va réagir et mettre une couette, car nous avons eu un peu froid.","title: Bonne expérience de glamping. liked: La tente est très bien équipée, la vue est magnifique. Simple mais joliment décoré. L'espace est bien pensé. Le personnel est agréable et disponible. De pas du temple. disliked: Les tentes sont dans la nature mais près d'une route où les jeunes viennent faire du scooter donc c'est un peu bruyant. De plus il y a une mosquée pas loin donc il faut penser qu'il y a les appels à la prière. Dommage qu'il n'y ait pas un petit déjeuner de prévu. Pour dormir, il y a juste une couverture sur vous c'est un peu juste prévoyez un gilet j'espère que l'équipe va réagir et mettre une couette, car nous avons eu un peu froid.",,0,0,
Katrine,Denmark,Jungle Tent,2 nights,Couple,10-02-2024 00:00:00,"Formidabel glamping, men begrænsede muligheder",9.0,da,"Meget hyggeligt, rent og skønt sted med udsigt til søen. Teltene er forholdsvis nye, så alt fungerer. Meget venligt og hjælpsomt personale, der hjalp os med transport (se yderligere kommentar). Gode toilet og bade forhold. Kan ikke sætte en finger på Green Lava Glamping. Dejligt tæt på Temple, søen og botanisk have.","Som turist uden egen transport er man lidt begrænset i området, der er hovedsageligt kun warungs som spisesteder, og online transport som Grab/gojek er ikke velkomne her, så hvis man enten laver sin egen mad eller spiser på warungs er man godt placeret. Vi oplevede desværre også at den eneste café lige overfor havde besøg af en del rotter, så der røg appetitten.","title: Formidabel glamping, men begrænsede muligheder. liked: Meget hyggeligt, rent og skønt sted med udsigt til søen. Teltene er forholdsvis nye, så alt fungerer. Meget venligt og hjælpsomt personale, der hjalp os med transport (se yderligere kommentar). Gode toilet og bade forhold. Kan ikke sætte en finger på Green Lava Glamping. Dejligt tæt på Temple, søen og botanisk have. disliked: Som turist uden egen transport er man lidt begrænset i området, der er hovedsageligt kun warungs som spisesteder, og online transport som Grab/gojek er ikke velkomne her, så hvis man enten laver sin egen mad eller spiser på warungs er man godt placeret. Vi oplevede desværre også at den eneste café lige overfor havde besøg af en del rotter, så der røg appetitten.",,0,0,
Alexander,Russia,Jungle Tent,1 night,Group,10-01-2024 00:00:00,Very good,8.0,ru,"Отличное место , уютно . Пока все новое и чистое . Мне в общем понравилось . Супер эксперимент .","шумно от дороги и петухи которые орут всю ночь . Очень холодно , не спасает маленький обогреватель и нужно теплое одеяло .","title: Very good. liked: Отличное место , уютно . Пока все новое и чистое . Мне в общем понравилось . Супер эксперимент . disliked: шумно от дороги и петухи которые орут всю ночь . Очень холодно , не спасает маленький обогреватель и нужно теплое одеяло .",,0,0,
Emmanuelle,France,Jungle Tent,1 night,Solo traveller,09-03-2024 00:00:00,Parfait pour 1 ou 2 nuits pour la visite des alentours.,8.0,fr,"Établissement neuf donc d’une propreté exceptionnelle pour Bali. Vue très agréable sur le lac. Literie impeccable mais il me semble que le drap a été oublié, seulement 2 couvertures polaires bien nécessaire pour la nuit fraîche. Prevoyez un gros pull et pantalon pour le soir. J’étais seule parmi les 8 tentes donc très calme :) La végétation plantée autour des tentes ne demande qu’à pousser. Personnel discret, l’aménagement du site est encore en cours semble-t-il.","Les chants de prière à 5h du matin 😂. Un poil cher pour dormir dans une tente sans petit-dej. Conseils: ajouter des tablettes dans la salle de bain, un miroir dans la tente et des cintres seraient bienvenus.","title: Parfait pour 1 ou 2 nuits pour la visite des alentours. liked: Établissement neuf donc d’une propreté exceptionnelle pour Bali. Vue très agréable sur le lac. Literie impeccable mais il me semble que le drap a été oublié, seulement 2 couvertures polaires bien nécessaire pour la nuit fraîche. Prevoyez un gros pull et pantalon pour le soir. J’étais seule parmi les 8 tentes donc très calme :) La végétation plantée autour des tentes ne demande qu’à pousser. Personnel discret, l’aménagement du site est encore en cours semble-t-il. disliked: Les chants de prière à 5h du matin 😂. Un poil cher pour dormir dans une tente sans petit-dej. Conseils: ajouter des tablettes dans la salle de bain, un miroir dans la tente et des cintres seraient bienvenus.",,0,0,
Timo,Germany,Jungle Tent,1 night,Couple,10-11-2025 00:00:00,Pleasant,6.0,de,"Der Hauptvorteil ist die Nähe zum Pura Ulun Danu Beratan. Wir waren schon kurz nach 6Uhr morgens da und hatten fast keine anderen Touristen und eine herrliche Stille am Tempel. Man hat alles was man auf einem Hotel auch hat: Strom, Licht, WiFi, fließend Warmwasser, eigene Dusche, eigene Toilette, Föhn, kleiner gemeinsamer Pool usw. Allerdings halt im Zelt, was den Aufenthalt sehr romantisch gemacht hat. Abends wurde vom Personal nach ein (wenn auch kurzlebiges) Lagerfeuer entzündet, was auch romantisch war. Frühstück gibt es in einem kleinen Café ca. 100m die Straße runter. Dort hat man die Wahl zwischen Waffeln mit Schokosauce oder Nasi Goreng.","Ein paar hundert Meter entfernt gibt es eine Moschee, welche mehrfach täglich sehr laut und sehr lange zum Gebet ruft. Am frühen Abend war das noch verschmerzbar, allerdings wird auch Nachts zwischen 4 und 5 Uhr trotz Ohrenstöpsel jeder geweckt und am weiterschlafen gehindert. Das Problem dürfe aber fast überall in dem Örtchen das gleiche sein. Um den Tempel morgens für sich zu haben war es das wert. Falls das allerdings nicht das Ziel ist oder nicht dem Islam angehört, würde ich dort nicht wieder übernachten.","title: Pleasant. liked: Der Hauptvorteil ist die Nähe zum Pura Ulun Danu Beratan. Wir waren schon kurz nach 6Uhr morgens da und hatten fast keine anderen Touristen und eine herrliche Stille am Tempel. Man hat alles was man auf einem Hotel auch hat: Strom, Licht, WiFi, fließend Warmwasser, eigene Dusche, eigene Toilette, Föhn, kleiner gemeinsamer Pool usw. Allerdings halt im Zelt, was den Aufenthalt sehr romantisch gemacht hat. Abends wurde vom Personal nach ein (wenn auch kurzlebiges) Lagerfeuer entzündet, was auch romantisch war. Frühstück gibt es in einem kleinen Café ca. 100m die Straße runter. Dort hat man die Wahl zwischen Waffeln mit Schokosauce oder Nasi Goreng. disliked: Ein paar hundert Meter entfernt gibt es eine Moschee, welche mehrfach täglich sehr laut und sehr lange zum Gebet ruft. Am frühen Abend war das noch verschmerzbar, allerdings wird auch Nachts zwischen 4 und 5 Uhr trotz Ohrenstöpsel jeder geweckt und am weiterschlafen gehindert. Das Problem dürfe aber fast überall in dem Örtchen das gleiche sein. Um den Tempel morgens für sich zu haben war es das wert. Falls das allerdings nicht das Ziel ist oder nicht dem Islam angehört, würde ich dort nicht wieder übernachten.",,0,0,
David,France,Jungle Tent,1 night,Couple,10-28-2024 00:00:00,Good,7.0,fr,Emplacement légèrement à l'écart de la route principale dans un petit coin de nature. Logement original avec l'essentiel.,"Le revers de la médaille est l'insonorisation inexistante de ce type de logement. La nuit vous entendez les motos et scooters les plus bruyants et, tôt le matin, l'appel à la prière est très présent comparativement à un logement en dur.","title: Good. liked: Emplacement légèrement à l'écart de la route principale dans un petit coin de nature. Logement original avec l'essentiel. disliked: Le revers de la médaille est l'insonorisation inexistante de ce type de logement. La nuit vous entendez les motos et scooters les plus bruyants et, tôt le matin, l'appel à la prière est très présent comparativement à un logement en dur.",,1,0,
Laetitia,France,Jungle Tent,1 night,Family,10-18-2024 00:00:00,Tente sympa mais lit sans couverture! Pourtant à 1200m d'altitude!,6.0,fr,"Situation proche temple et vue lac, en hauteur donc moins de bruit de la route car ville très bruyante.","2 petits plaids pour le lit, sans drap plat. Nous avons eu très froid!!! Le mini soufflant était loin de suffire. Le froid a vraiment gâché notre nuit alors que l'espace, vue, aménagement convenaient. Le temps est humide et comme à 1200m d'altitude il y fait froid !","title: Tente sympa mais lit sans couverture! Pourtant à 1200m d'altitude! liked: Situation proche temple et vue lac, en hauteur donc moins de bruit de la route car ville très bruyante. disliked: 2 petits plaids pour le lit, sans drap plat. Nous avons eu très froid!!! Le mini soufflant était loin de suffire. Le froid a vraiment gâché notre nuit alors que l'espace, vue, aménagement convenaient. Le temps est humide et comme à 1200m d'altitude il y fait froid !",,0,0,
Svenja,Germany,Jungle Tent,1 night,Group,09-13-2025 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Elena,Indonesia,Jungle Tent,3 nights,Couple,09-01-2025 00:00:00,Very good,8.0,ru,,,title: Very good.,,0,0,
Riad,Algeria,Jungle Tent,1 night,Group,08-11-2025 00:00:00,Exceptional,10.0,fr,,,title: Exceptional.,,0,0,
Eka,Indonesia,Jungle Tent,1 night,Couple,07-29-2025 00:00:00,Exceptional,10.0,id,,,title: Exceptional.,,0,0,
Nyoman,Indonesia,Jungle Tent,1 night,Couple,07-11-2025 00:00:00,Exceptional,10.0,id,,,title: Exceptional.,,0,0,
Alan,Indonesia,Jungle Tent,1 night,Couple,08-27-2024 00:00:00,Exceptional,10.0,ru,,,title: Exceptional.,,0,0,
Turone,France,Jungle Tent,1 night,Solo traveller,04-27-2026 00:00:00,Good,7.0,fr,,,title: Good.,,0,0,
Adrianus,Netherlands,Jungle Tent,1 night,Couple,11-18-2024 00:00:00,Good,7.0,nl,,,title: Good.,,0,0,
