username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Shawn,Australia,One-Bedroom Suite,1 night,Solo traveller,09-30-2025 00:00:00,Great location.,7.0,en-us,Perfect location.,I had an overnight stay and it suited me well however there was a lot of light first thing in the morning (which suits if you are after an early surf).,title: Great location. liked: Perfect location. disliked: I had an overnight stay and it suited me well however there was a lot of light first thing in the morning (which suits if you are after an early surf).,title: Great location. liked: Perfect location. disliked: I had an overnight stay and it suited me well however there was a lot of light first thing in the morning (which suits if you are after an early surf).,0,0,
Craig,Australia,One-Bedroom Suite,5 nights,Family,09-26-2025 00:00:00,Very good,8.0,en,Great location,The food could be,title: Very good. liked: Great location. disliked: The food could be.,title: Very good. liked: Great location. disliked: The food could be.,0,0,
Lisa,New Zealand,One-Bedroom Suite,5 nights,Couple,09-15-2025 00:00:00,"Awesome location and the rooms, grounds, staff and facilities are great and at a reasonable price.",8.0,en,Fantastic location right on the beach with views to the surf break from the pool and restaurant. Rooms were very cute Balinese style and grounds were well maintained and the staff very attentive and friendly. Short walk to several other warungs and restaurants.,The bathrooms in the rooms need to be updated as were a bit small and quite tired. Also could maintain the access to the beach a lot better as there was a lot of logs and some rubbish straight out in front which made access not the easiest and would be simple to clean up.,"title: Awesome location and the rooms, grounds, staff and facilities are great and at a reasonable price. liked: Fantastic location right on the beach with views to the surf break from the pool and restaurant. Rooms were very cute Balinese style and grounds were well maintained and the staff very attentive and friendly. Short walk to several other warungs and restaurants. disliked: The bathrooms in the rooms need to be updated as were a bit small and quite tired. Also could maintain the access to the beach a lot better as there was a lot of logs and some rubbish straight out in front which made access not the easiest and would be simple to clean up.","title: Awesome location and the rooms, grounds, staff and facilities are great and at a reasonable price. liked: Fantastic location right on the beach with views to the surf break from the pool and restaurant. Rooms were very cute Balinese style and grounds were well maintained and the staff very attentive and friendly. Short walk to several other warungs and restaurants. disliked: The bathrooms in the rooms need to be updated as were a bit small and quite tired. Also could maintain the access to the beach a lot better as there was a lot of logs and some rubbish straight out in front which made access not the easiest and would be simple to clean up.",0,0,
Mark,Australia,One-Bedroom Suite,3 nights,Family,09-10-2025 00:00:00,Good,7.0,en,Location,No fridge in room s,title: Good. liked: Location. disliked: No fridge in room s.,title: Good. liked: Location. disliked: No fridge in room s.,0,0,
Melita,Australia,Two-Bedroom Villa (6 Adults),6 nights,Couple,09-10-2025 00:00:00,Beautiful location. Right on Balian Beach. Peaceful and charming.,9.0,en,"Beautiful location. Quite out of the way tho. 3 to 4 hours from Denpasar airport. Came here because my husband surfs and kite surfs. I don't think you'd come here as a destination unless you're a surfer. The sand is black and rocky. I didn't swim at the beach, just the pool. There are no shops or cafes anywhere close. You'd need transport to take you into the nearest town, but that didn't worry us as we weren't after that kind of trip, and were very happy to stay put in the hotel the whole time, just relaxing and unwinding from our busy lives. We both practise Yoga and there are 2 lovely Yoga shalas. One overlooking the beach, the other nestled in the garden area around the back. We stayed in one of the house/bungalows. We had A/C, a fridge and a kettle. Some rooms do not have this so if that's important to you make sure your room has this. Those 3 are deal breakers for us. There are also a whole set of basic rooms, and a few other types of rooms which some travellers may be totally fine with. Just depends on what you're after. Look into it before you book so you know what to expect from your room. The staff are friendly and such warm people. The food at the restaurant is great. Generous breakfast was included. If you order food at the restaurant, it takes a while to come out but that didn't bother us at all, being on a holiday and not in a rush. Gave us time to sit, read, talk and chill. Other guests are friendly, nice people, rather than the posey, loud, drunk vibe you might get at busier resorts down south. The rooms are made up and cleaned beautifully. We had 2 bathrooms. One of the toilets leaked and was a bit smelly which will need to be fixed. Daily yoga is fantastic, the teacher was brilliant and a beautiful friendly person. We will come back, hopefully next year.",One of the toilets leaked and was a bit smelly which will need to be fixed.,"title: Beautiful location. Right on Balian Beach. Peaceful and charming. liked: Beautiful location. Quite out of the way tho. 3 to 4 hours from Denpasar airport. Came here because my husband surfs and kite surfs. I don't think you'd come here as a destination unless you're a surfer. The sand is black and rocky. I didn't swim at the beach, just the pool. There are no shops or cafes anywhere close. You'd need transport to take you into the nearest town, but that didn't worry us as we weren't after that kind of trip, and were very happy to stay put in the hotel the whole time, just relaxing and unwinding from our busy lives. We both practise Yoga and there are 2 lovely Yoga shalas. One overlooking the beach, the other nestled in the garden area around the back. We stayed in one of the house/bungalows. We had A/C, a fridge and a kettle. Some rooms do not have this so if that's important to you make sure your room has this. Those 3 are deal breakers for us. There are also a whole set of basic rooms, and a few other types of rooms which some travellers may be totally fine with. Just depends on what you're after. Look into it before you book so you know what to expect from your room. The staff are friendly and such warm people. The food at the restaurant is great. Generous breakfast was included. If you order food at the restaurant, it takes a while to come out but that didn't bother us at all, being on a holiday and not in a rush. Gave us time to sit, read, talk and chill. Other guests are friendly, nice people, rather than the posey, loud, drunk vibe you might get at busier resorts down south. The rooms are made up and cleaned beautifully. We had 2 bathrooms. One of the toilets leaked and was a bit smelly which will need to be fixed. Daily yoga is fantastic, the teacher was brilliant and a beautiful friendly person. We will come back, hopefully next year. disliked: One of the toilets leaked and was a bit smelly which will need to be fixed.","title: Beautiful location. Right on Balian Beach. Peaceful and charming. liked: Beautiful location. Quite out of the way tho. 3 to 4 hours from Denpasar airport. Came here because my husband surfs and kite surfs. I don't think you'd come here as a destination unless you're a surfer. The sand is black and rocky. I didn't swim at the beach, just the pool. There are no shops or cafes anywhere close. You'd need transport to take you into the nearest town, but that didn't worry us as we weren't after that kind of trip, and were very happy to stay put in the hotel the whole time, just relaxing and unwinding from our busy lives. We both practise Yoga and there are 2 lovely Yoga shalas. One overlooking the beach, the other nestled in the garden area around the back. We stayed in one of the house/bungalows. We had A/C, a fridge and a kettle. Some rooms do not have this so if that's important to you make sure your room has this. Those 3 are deal breakers for us. There are also a whole set of basic rooms, and a few other types of rooms which some travellers may be totally fine with. Just depends on what you're after. Look into it before you book so you know what to expect from your room. The staff are friendly and such warm people. The food at the restaurant is great. Generous breakfast was included. If you order food at the restaurant, it takes a while to come out but that didn't bother us at all, being on a holiday and not in a rush. Gave us time to sit, read, talk and chill. Other guests are friendly, nice people, rather than the posey, loud, drunk vibe you might get at busier resorts down south. The rooms are made up and cleaned beautifully. We had 2 bathrooms. One of the toilets leaked and was a bit smelly which will need to be fixed. Daily yoga is fantastic, the teacher was brilliant and a beautiful friendly person. We will come back, hopefully next year. disliked: One of the toilets leaked and was a bit smelly which will need to be fixed.",2,0,
Gil,Australia,One-Bedroom Suite,2 nights,Couple,08-19-2025 00:00:00,Very good,8.0,en,"Location is excellent , staff were very friendly",,"title: Very good. liked: Location is excellent , staff were very friendly.","title: Very good. liked: Location is excellent , staff were very friendly.",0,0,
Mark,Australia,One-Bedroom Suite,3 nights,Group,08-07-2025 00:00:00,Super quiet location and great access to the surf,8.0,en,It’s right on the beach. Great for surfers. It’s at the end of a road so very little traffic to contend with. Traditional Balinese type rooms with beautiful gardens.,It needs a couple of minor things like a fridge in the room and mosquito netting. The restaurant staff need to be better trained in customer service as they stand around talking unless you specifically call them over. The rooms are very basic but functional.,title: Super quiet location and great access to the surf. liked: It’s right on the beach. Great for surfers. It’s at the end of a road so very little traffic to contend with. Traditional Balinese type rooms with beautiful gardens. disliked: It needs a couple of minor things like a fridge in the room and mosquito netting. The restaurant staff need to be better trained in customer service as they stand around talking unless you specifically call them over. The rooms are very basic but functional.,title: Super quiet location and great access to the surf. liked: It’s right on the beach. Great for surfers. It’s at the end of a road so very little traffic to contend with. Traditional Balinese type rooms with beautiful gardens. disliked: It needs a couple of minor things like a fridge in the room and mosquito netting. The restaurant staff need to be better trained in customer service as they stand around talking unless you specifically call them over. The rooms are very basic but functional.,1,0,
James,Australia,One-Bedroom Suite,2 nights,Couple,08-04-2025 00:00:00,Surfing Heaven,9.0,en,Perfect location for surfing Balian. Great for young families or couples looking for a quiet Bali paradise.,No TV. Not that it was a big problem for us though.,title: Surfing Heaven. liked: Perfect location for surfing Balian. Great for young families or couples looking for a quiet Bali paradise. disliked: No TV. Not that it was a big problem for us though.,title: Surfing Heaven. liked: Perfect location for surfing Balian. Great for young families or couples looking for a quiet Bali paradise. disliked: No TV. Not that it was a big problem for us though.,1,0,
Nicki,Australia,One-Bedroom Suite,2 nights,Couple,07-24-2025 00:00:00,Good location to enjoy the surrounding areas.,7.0,en-us,Beach front. Very romantic little villa. Food was nice. Walking distance to other places to eat out. The gardens & space is beautiful.,The pool needs an upgrade but still clean & nice.,title: Good location to enjoy the surrounding areas. liked: Beach front. Very romantic little villa. Food was nice. Walking distance to other places to eat out. The gardens & space is beautiful. disliked: The pool needs an upgrade but still clean & nice.,title: Good location to enjoy the surrounding areas. liked: Beach front. Very romantic little villa. Food was nice. Walking distance to other places to eat out. The gardens & space is beautiful. disliked: The pool needs an upgrade but still clean & nice.,0,0,
Michael,Denmark,One-Bedroom Suite,1 night,Family,07-18-2025 00:00:00,Very good,8.0,en,Lovely sea view of the surf from the restaurant,The (tap) water smelled like it came straight from the adjacent river... Otherwise no complaints,title: Very good. liked: Lovely sea view of the surf from the restaurant. disliked: The (tap) water smelled like it came straight from the adjacent river... Otherwise no complaints.,title: Very good. liked: Lovely sea view of the surf from the restaurant. disliked: The (tap) water smelled like it came straight from the adjacent river... Otherwise no complaints.,0,0,
Anthony,Australia,One-Bedroom Suite,3 nights,Family,06-17-2025 00:00:00,Superb,9.0,en,There was no yoga available which was disappointing,,title: Superb. liked: There was no yoga available which was disappointing.,title: Superb. liked: There was no yoga available which was disappointing.,1,0,
Megan,Australia,Two-Bedroom Villa (6 Adults),5 nights,Family,06-17-2025 00:00:00,We were pleasantly surprised with our stay and would definitely visit again,8.0,en,"We loved the location, the restaurant and onsite massage. Rooms were very clean and lots of space. Only issue was the bathroom which could do with an upgrade.",Pool is a bit dated but great views of the ocean,"title: We were pleasantly surprised with our stay and would definitely visit again. liked: We loved the location, the restaurant and onsite massage. Rooms were very clean and lots of space. Only issue was the bathroom which could do with an upgrade. disliked: Pool is a bit dated but great views of the ocean.","title: We were pleasantly surprised with our stay and would definitely visit again. liked: We loved the location, the restaurant and onsite massage. Rooms were very clean and lots of space. Only issue was the bathroom which could do with an upgrade. disliked: Pool is a bit dated but great views of the ocean.",0,0,
Eddy,Australia,One-Bedroom Suite,4 nights,Couple,06-12-2025 00:00:00,Very Convenient to the best of Balian Beach,8.0,en-us,"Great Location, comfortable, clean and conveinient",,"title: Very Convenient to the best of Balian Beach. liked: Great Location, comfortable, clean and conveinient.","title: Very Convenient to the best of Balian Beach. liked: Great Location, comfortable, clean and conveinient.",0,0,
Tom,New Zealand,One-Bedroom Suite,4 nights,Couple,05-28-2025 00:00:00,Superb,9.0,en,Awesome quiet location next to surf break,,title: Superb. liked: Awesome quiet location next to surf break.,title: Superb. liked: Awesome quiet location next to surf break.,0,0,
Adam,Australia,One-Bedroom Suite,7 nights,Family,05-20-2025 00:00:00,Very good,8.0,en,Great location and lovely gardens.,Breakfast doesn't start until 8am,title: Very good. liked: Great location and lovely gardens. disliked: Breakfast doesn't start until 8am.,title: Very good. liked: Great location and lovely gardens. disliked: Breakfast doesn't start until 8am.,0,0,
Sharon,Australia,One-Bedroom Suite,2 nights,Couple,05-15-2025 00:00:00,Superb,9.0,en,Offers yoga. Loved the classes. Straight out front of surfing break. Good food.,,title: Superb. liked: Offers yoga. Loved the classes. Straight out front of surfing break. Good food.,title: Superb. liked: Offers yoga. Loved the classes. Straight out front of surfing break. Good food.,1,0,
Greg,Australia,One-Bedroom Suite,3 nights,Solo traveller,05-08-2025 00:00:00,Walk out of your room and look at the surf,8.0,en,Right on the beach,No fridge or tv in room,title: Walk out of your room and look at the surf. liked: Right on the beach. disliked: No fridge or tv in room.,title: Walk out of your room and look at the surf. liked: Right on the beach. disliked: No fridge or tv in room.,0,0,
Trafford,Australia,One-Bedroom Suite,6 nights,Couple,04-30-2025 00:00:00,Awesome place.,9.0,en,"The best location in Balian!. Good sized room in a traditional Balinese style. I like the semi outdoor bathroom, it gives you that tropical feel. The room had a small sea view from the bathroom which was nice. Breakfast was nice and filling, perfect after an early morning surf.",Would have been nice to have a refrigerator in the room or at least a communal refrigerator to store drinks etc. Also the sliding door to the bathroom was very difficult to move.,"title: Awesome place. liked: The best location in Balian!. Good sized room in a traditional Balinese style. I like the semi outdoor bathroom, it gives you that tropical feel. The room had a small sea view from the bathroom which was nice. Breakfast was nice and filling, perfect after an early morning surf. disliked: Would have been nice to have a refrigerator in the room or at least a communal refrigerator to store drinks etc. Also the sliding door to the bathroom was very difficult to move.","title: Awesome place. liked: The best location in Balian!. Good sized room in a traditional Balinese style. I like the semi outdoor bathroom, it gives you that tropical feel. The room had a small sea view from the bathroom which was nice. Breakfast was nice and filling, perfect after an early morning surf. disliked: Would have been nice to have a refrigerator in the room or at least a communal refrigerator to store drinks etc. Also the sliding door to the bathroom was very difficult to move.",0,0,
Ian,Hong Kong,One-Bedroom Suite,6 nights,Couple,04-26-2025 00:00:00,"Great value for money, suitable for quiet escapes and surfing",7.0,en,"Beautiful location on the beach. Very well kept complex with very friendly staff. Good food on the menu which was very reasonably priced, with some local bars and restaurants also providing similar quality at good prices. Local shops 15 minutes away which was helpful when the hotel ran out of coconuts.",The location is quite isolated from the main tourist area so long drives were needed to visit anywhere. The beach is more suitable for surfing than swimming with a strong riptide. When they ran out of coconuts on our second day they didn’t restock which was annoying.,"title: Great value for money, suitable for quiet escapes and surfing. liked: Beautiful location on the beach. Very well kept complex with very friendly staff. Good food on the menu which was very reasonably priced, with some local bars and restaurants also providing similar quality at good prices. Local shops 15 minutes away which was helpful when the hotel ran out of coconuts. disliked: The location is quite isolated from the main tourist area so long drives were needed to visit anywhere. The beach is more suitable for surfing than swimming with a strong riptide. When they ran out of coconuts on our second day they didn’t restock which was annoying.","title: Great value for money, suitable for quiet escapes and surfing. liked: Beautiful location on the beach. Very well kept complex with very friendly staff. Good food on the menu which was very reasonably priced, with some local bars and restaurants also providing similar quality at good prices. Local shops 15 minutes away which was helpful when the hotel ran out of coconuts. disliked: The location is quite isolated from the main tourist area so long drives were needed to visit anywhere. The beach is more suitable for surfing than swimming with a strong riptide. When they ran out of coconuts on our second day they didn’t restock which was annoying.",0,0,
Peter,Australia,One-Bedroom Suite,2 nights,Family,03-30-2025 00:00:00,Convenient for surfing,7.0,en,Good spot if you're on a surfing trip. Leave the partner and kids and have a surf. My room was very basic with no bar fridge which I think is must to keep milk and water cold. Also walls between basic rooms are wafer thin. My issue is not so much with the property as some of the guests on my stay. It was nyepi time so guests expected to be silent and respectful yet many let their kids run riot screaming and yelling all day. Pool was available on this day but was small and full of kids so go figure.,,title: Convenient for surfing. liked: Good spot if you're on a surfing trip. Leave the partner and kids and have a surf. My room was very basic with no bar fridge which I think is must to keep milk and water cold. Also walls between basic rooms are wafer thin. My issue is not so much with the property as some of the guests on my stay. It was nyepi time so guests expected to be silent and respectful yet many let their kids run riot screaming and yelling all day. Pool was available on this day but was small and full of kids so go figure.,title: Convenient for surfing. liked: Good spot if you're on a surfing trip. Leave the partner and kids and have a surf. My room was very basic with no bar fridge which I think is must to keep milk and water cold. Also walls between basic rooms are wafer thin. My issue is not so much with the property as some of the guests on my stay. It was nyepi time so guests expected to be silent and respectful yet many let their kids run riot screaming and yelling all day. Pool was available on this day but was small and full of kids so go figure.,0,0,
Taisiia,Indonesia,One-Bedroom Suite,1 night,Couple,02-24-2025 00:00:00,Beautiful,8.0,en-us,"I always stay at Pondok Pitaya in Balian - it’s a tradition for me. I love supporting places like this, old Balinese hotels that preserve the traditional style, beautiful gardens, and the true spirit of Bali. This is exactly what brought me here back in 2018, and it’s the reason I keep coming back.","One thing that could be improved is the music in the café. It would be great to hear something more traditional or calm and chill, rather than loud pop tracks that don’t quite match the vibe of the place. The only other downside is the price, which feels about 20% higher than expected, especially with cheaper options nearby. Still, I return every time because this place has become a meaningful part of my Bali experience.","title: Beautiful. liked: I always stay at Pondok Pitaya in Balian - it’s a tradition for me. I love supporting places like this, old Balinese hotels that preserve the traditional style, beautiful gardens, and the true spirit of Bali. This is exactly what brought me here back in 2018, and it’s the reason I keep coming back. disliked: One thing that could be improved is the music in the café. It would be great to hear something more traditional or calm and chill, rather than loud pop tracks that don’t quite match the vibe of the place. The only other downside is the price, which feels about 20% higher than expected, especially with cheaper options nearby. Still, I return every time because this place has become a meaningful part of my Bali experience.","title: Beautiful. liked: I always stay at Pondok Pitaya in Balian - it’s a tradition for me. I love supporting places like this, old Balinese hotels that preserve the traditional style, beautiful gardens, and the true spirit of Bali. This is exactly what brought me here back in 2018, and it’s the reason I keep coming back. disliked: One thing that could be improved is the music in the café. It would be great to hear something more traditional or calm and chill, rather than loud pop tracks that don’t quite match the vibe of the place. The only other downside is the price, which feels about 20% higher than expected, especially with cheaper options nearby. Still, I return every time because this place has become a meaningful part of my Bali experience.",0,0,
Andrea,United Kingdom,One-Bedroom Suite,2 nights,Solo traveller,01-11-2025 00:00:00,Good,7.0,en,I particularly went for yoga but no yoga classes and I wasn’t given an alternative option although it was disappointing- I still had a lovely stay at the resort,,title: Good. liked: I particularly went for yoga but no yoga classes and I wasn’t given an alternative option although it was disappointing- I still had a lovely stay at the resort.,title: Good. liked: I particularly went for yoga but no yoga classes and I wasn’t given an alternative option although it was disappointing- I still had a lovely stay at the resort.,1,0,
Toke,Denmark,One-Bedroom Suite,3 nights,Family,01-04-2025 00:00:00,Perfect place we will remember.,9.0,en,Nice clean rooms and a nice sea view from the restaurant.,No bottled water in the restaurant.,title: Perfect place we will remember. liked: Nice clean rooms and a nice sea view from the restaurant. disliked: No bottled water in the restaurant.,title: Perfect place we will remember. liked: Nice clean rooms and a nice sea view from the restaurant. disliked: No bottled water in the restaurant.,0,0,
Lorna,Indonesia,One-Bedroom Suite,3 nights,Couple,12-19-2024 00:00:00,Very relaxing. Everything we needed was at the hotel.,8.0,en,"Lovely property. Grounds well maintained, rooms very clean, staff exceptionally friendly and helpful. Hotel arranged our private transport to next hotel 2 1/2 hrs away and allowed us to pay with our credit card.",". Had trouble in room with wifi connection, but wifi was good at the restaurant.","title: Very relaxing. Everything we needed was at the hotel. liked: Lovely property. Grounds well maintained, rooms very clean, staff exceptionally friendly and helpful. Hotel arranged our private transport to next hotel 2 1/2 hrs away and allowed us to pay with our credit card. disliked: . Had trouble in room with wifi connection, but wifi was good at the restaurant.","title: Very relaxing. Everything we needed was at the hotel. liked: Lovely property. Grounds well maintained, rooms very clean, staff exceptionally friendly and helpful. Hotel arranged our private transport to next hotel 2 1/2 hrs away and allowed us to pay with our credit card. disliked: . Had trouble in room with wifi connection, but wifi was good at the restaurant.",0,0,
Amanda,Australia,One-Bedroom Suite,3 nights,Couple,12-15-2024 00:00:00,Was relaxing excellent location for surf and walks /yoga.,9.0,en,Location and very authentic balanese decor and buildings,Some mosquitos still can get into rooms even with doors shut.,title: Was relaxing excellent location for surf and walks /yoga. liked: Location and very authentic balanese decor and buildings. disliked: Some mosquitos still can get into rooms even with doors shut.,title: Was relaxing excellent location for surf and walks /yoga. liked: Location and very authentic balanese decor and buildings. disliked: Some mosquitos still can get into rooms even with doors shut.,0,0,
Catherine,Australia,One-Bedroom Suite,2 nights,Solo traveller,12-11-2024 00:00:00,"Peaceful location, friendly staff and a beautiful property.",9.0,en,"Peaceful location, very clean and staff are friendly. The breakfasts were fantastic.",The mattress was too firm,"title: Peaceful location, friendly staff and a beautiful property. liked: Peaceful location, very clean and staff are friendly. The breakfasts were fantastic. disliked: The mattress was too firm.","title: Peaceful location, friendly staff and a beautiful property. liked: Peaceful location, very clean and staff are friendly. The breakfasts were fantastic. disliked: The mattress was too firm.",1,0,
Jesse,New Zealand,Two-Bedroom Villa,5 nights,Group,10-29-2024 00:00:00,"Nice stay, the value would be improved should some facilities have a revamp.",8.0,en,Location is great. Resort gardens are well kept. Pool in front of the beach. Staff were very friendly and accomodating.,Some facilities could use a revamp.,"title: Nice stay, the value would be improved should some facilities have a revamp. liked: Location is great. Resort gardens are well kept. Pool in front of the beach. Staff were very friendly and accomodating. disliked: Some facilities could use a revamp.","title: Nice stay, the value would be improved should some facilities have a revamp. liked: Location is great. Resort gardens are well kept. Pool in front of the beach. Staff were very friendly and accomodating. disliked: Some facilities could use a revamp.",0,0,
David,Australia,One-Bedroom Suite,8 nights,Solo traveller,10-27-2024 00:00:00,I’ll be back for sure.,8.0,en,"location, staff and good atmosphere. Also awesome massages.",Mosquitoes in my room and no nets.,"title: I’ll be back for sure. liked: location, staff and good atmosphere. Also awesome massages. disliked: Mosquitoes in my room and no nets.","title: I’ll be back for sure. liked: location, staff and good atmosphere. Also awesome massages. disliked: Mosquitoes in my room and no nets.",0,0,
