username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Markus,Germany,Villa with Sea View,3 nights,Family,09-02-2025 00:00:00,"Cannot wait to go back. Hope the managemnt does not change. (They had a ""for sale"" sign up.)",10.0,en,"Incredibly nice home stay. Never seen a place with so much attention paid to any and all details. Very cosy atmosphere. We all felt at home immedeately and did not want to leave. (Wished we had booked longer). We liked that it is not that touristic yet (because of its dark volcano beach) and locals are still happy to see and talk to a white face. Hence, it's a trade off. White sand (e.g. Kuta) => many, many tourists, black sand (like Balian) => much fewer tourists. Not a dozen visitors on a mile long stretch of beach. It's a surfer beach and my kids told me afterwards that they had seen a ""no swimming"" sign. I didn't know and we went swimming anyway. The kids hat fun taking surfing lessons.","Vulcano sand beach with pebbles, strong surf that makes it sometimes difficult to get out of the water.","title: Cannot wait to go back. Hope the managemnt does not change. (They had a ""for sale"" sign up.) liked: Incredibly nice home stay. Never seen a place with so much attention paid to any and all details. Very cosy atmosphere. We all felt at home immedeately and did not want to leave. (Wished we had booked longer). We liked that it is not that touristic yet (because of its dark volcano beach) and locals are still happy to see and talk to a white face. Hence, it's a trade off. White sand (e.g. Kuta) => many, many tourists, black sand (like Balian) => much fewer tourists. Not a dozen visitors on a mile long stretch of beach. It's a surfer beach and my kids told me afterwards that they had seen a ""no swimming"" sign. I didn't know and we went swimming anyway. The kids hat fun taking surfing lessons. disliked: Vulcano sand beach with pebbles, strong surf that makes it sometimes difficult to get out of the water.","title: Cannot wait to go back. Hope the managemnt does not change. (They had a ""for sale"" sign up.) liked: Incredibly nice home stay. Never seen a place with so much attention paid to any and all details. Very cosy atmosphere. We all felt at home immedeately and did not want to leave. (Wished we had booked longer). We liked that it is not that touristic yet (because of its dark volcano beach) and locals are still happy to see and talk to a white face. Hence, it's a trade off. White sand (e.g. Kuta) => many, many tourists, black sand (like Balian) => much fewer tourists. Not a dozen visitors on a mile long stretch of beach. It's a surfer beach and my kids told me afterwards that they had seen a ""no swimming"" sign. I didn't know and we went swimming anyway. The kids hat fun taking surfing lessons. disliked: Vulcano sand beach with pebbles, strong surf that makes it sometimes difficult to get out of the water.",0,0,"Hi Markus 🙏🏼 Thank you so much for your wonderful review and kind words about Istana Balian. We’re truly happy to hear you and your family felt at home here and enjoyed the atmosphere, details, and surfing lessons. We would of course love to welcome you back anytime! 💜🌸 Just to reassure you — our family oriented boutique hotel is owner-operated and managed, which is why we can give such personal attention and care. Rest assured, our wonderful team will always remain, as they are highly trained and dedicated to making every guest feel welcome. In fact, we were very honored to be awarded Most Welcoming Hotel in Bali 2024 by the APAC Insider Awards — recognition that truly belongs to our amazing staff and the care they show our guests. 🌺 Regarding the beach: Balian is first and foremost a surfing beach, and when the waves are big there can be strong dangerous rips. That’s why the sign is posted at the entry point to the beach. On calmer days with small waves, swimming is possible, but safety always comes first. The pebbles are sometimes exposed by larger swells, and at other times they’re fully covered by soft sand. If you’d like to swim, we’re always happy to advise on the conditions of the day. Many guests and all locals choose to enjoy swimming in the river when the surf is up! A much safer option! We truly appreciate your feedback and hope to see you and your family again soon at Istana Balian. 🌸 Warm regards, Komang & the Istana Balian Team 🙏🏼🌴🎋🌊 ✨ Proudly awarded Most Welcoming Hotel in Bali 2024 – APAC Insider Awards ✨"
Jackie,Australia,Villa with Sea View,5 nights,Couple,09-02-2025 00:00:00,Glad to find Istana - we had a wonderful stay.,9.0,en,"Perfect location with a lovely view down to the sea. The villa was spacious, with a balcony and day bed. Comfortable large bed in the villa. Very clean. Good clean pool. The food at the restaurant was delicious, just be prepared to wait a while for your order as everything is prepared from scratch. Staff were lovely and helpful.","The only thing missing was a cupboard to put our clothes in. There was a bamboo rack to hang things, but the rest of our luggage we had to put on the floor. The hotel also hosts football/sports tv in the restaurant, but for those who don’t want to watch, you can order dinner to your room and enjoy the view from the balcony.","title: Glad to find Istana - we had a wonderful stay. liked: Perfect location with a lovely view down to the sea. The villa was spacious, with a balcony and day bed. Comfortable large bed in the villa. Very clean. Good clean pool. The food at the restaurant was delicious, just be prepared to wait a while for your order as everything is prepared from scratch. Staff were lovely and helpful. disliked: The only thing missing was a cupboard to put our clothes in. There was a bamboo rack to hang things, but the rest of our luggage we had to put on the floor. The hotel also hosts football/sports tv in the restaurant, but for those who don’t want to watch, you can order dinner to your room and enjoy the view from the balcony.","title: Glad to find Istana - we had a wonderful stay. liked: Perfect location with a lovely view down to the sea. The villa was spacious, with a balcony and day bed. Comfortable large bed in the villa. Very clean. Good clean pool. The food at the restaurant was delicious, just be prepared to wait a while for your order as everything is prepared from scratch. Staff were lovely and helpful. disliked: The only thing missing was a cupboard to put our clothes in. There was a bamboo rack to hang things, but the rest of our luggage we had to put on the floor. The hotel also hosts football/sports tv in the restaurant, but for those who don’t want to watch, you can order dinner to your room and enjoy the view from the balcony.",0,0,"Hi Jackie 🙏🏼 Thank you so much for your kind review — we’re delighted you enjoyed your stay at Istana and that you loved the villa, pool, restaurant, and service 💜🌸 We really appreciate your feedback regarding storage. We’re already halfway through installing new hanging racks with shelving for the downstairs room, and will also be adding a new TV shelf, clothes racks, and more shelving in the upstairs loft. The materials have arrived, and once the busy season quietens down, we’ll have everything completed as soon as possible. Our sincere apologies for the inconvenience in the meantime 🙏🏼 We’re so happy you found us and look forward to welcoming you back again soon. Warm regards Komang, Indah and the Istana team. 🙏🏼🌴🎋🌊"
Gary,Australia,King Suite with Balcony,1 night,Solo traveller,09-01-2025 00:00:00,Great food and nice staff,10.0,en-us,Nice room good bed clean,Stairs to rooms,title: Great food and nice staff. liked: Nice room good bed clean. disliked: Stairs to rooms.,title: Great food and nice staff. liked: Nice room good bed clean. disliked: Stairs to rooms.,0,0,
Judith,Netherlands,Villa with Sea View,14 nights,Family,08-17-2025 00:00:00,Absolutely lovely! ❤️,10.0,en,We had a fantastic time at Istana Balian. Before we arrived we had WhatsApp contact so everything was arranged when we arrived. They arranged even a taxi driver who also took us to the most beautiful spots. So when you go to Istana ask for Nova he is definitely the best! We stayed in the villa which had two bedrooms and a beautifull vieuw The restaurant is perfect the meals are fantastic and the staff is lovely If we go back to Bali. We definitely stay at Istana again,,title: Absolutely lovely! ❤️. liked: We had a fantastic time at Istana Balian. Before we arrived we had WhatsApp contact so everything was arranged when we arrived. They arranged even a taxi driver who also took us to the most beautiful spots. So when you go to Istana ask for Nova he is definitely the best! We stayed in the villa which had two bedrooms and a beautifull vieuw The restaurant is perfect the meals are fantastic and the staff is lovely If we go back to Bali. We definitely stay at Istana again.,title: Absolutely lovely! ❤️. liked: We had a fantastic time at Istana Balian. Before we arrived we had WhatsApp contact so everything was arranged when we arrived. They arranged even a taxi driver who also took us to the most beautiful spots. So when you go to Istana ask for Nova he is definitely the best! We stayed in the villa which had two bedrooms and a beautifull vieuw The restaurant is perfect the meals are fantastic and the staff is lovely If we go back to Bali. We definitely stay at Istana again.,1,0,
Su,United Kingdom,King Suite with Balcony,7 nights,Solo traveller,08-06-2025 00:00:00,Wonderful stay in Balian!,10.0,en,"Wonderful place to stay in Balian - a hidden gem. The rooms are either ocean view or garden view and are super comfortable and clean, with everything you need for a relaxing stay. The restaurant is great and breakfast was a highlight of the day. I had a massage arranged by the hotel and it was wonderful. Also arrange transport. The staff are super kind and attentive. It's a short walk to yoga, the beach and surfing and a variety of cafes and restaurants.","If they had a coffee machine (lattes, flat whites etc) then I may never leave....","title: Wonderful stay in Balian! liked: Wonderful place to stay in Balian - a hidden gem. The rooms are either ocean view or garden view and are super comfortable and clean, with everything you need for a relaxing stay. The restaurant is great and breakfast was a highlight of the day. I had a massage arranged by the hotel and it was wonderful. Also arrange transport. The staff are super kind and attentive. It's a short walk to yoga, the beach and surfing and a variety of cafes and restaurants. disliked: If they had a coffee machine (lattes, flat whites etc) then I may never leave....","title: Wonderful stay in Balian! liked: Wonderful place to stay in Balian - a hidden gem. The rooms are either ocean view or garden view and are super comfortable and clean, with everything you need for a relaxing stay. The restaurant is great and breakfast was a highlight of the day. I had a massage arranged by the hotel and it was wonderful. Also arrange transport. The staff are super kind and attentive. It's a short walk to yoga, the beach and surfing and a variety of cafes and restaurants. disliked: If they had a coffee machine (lattes, flat whites etc) then I may never leave....",0,0,
Pavlina,Bulgaria,Villa with Sea View,13 nights,Family,08-02-2025 00:00:00,Exceptional,10.0,en,"Great, calm place. Nice staff, cleaning the villas every day. The villas are equipped with everything you need, the atmosphere is very authentic. The breakfast was delicious, fresh food and fresh drinks, home made food.","None, everything was good.","title: Exceptional. liked: Great, calm place. Nice staff, cleaning the villas every day. The villas are equipped with everything you need, the atmosphere is very authentic. The breakfast was delicious, fresh food and fresh drinks, home made food. disliked: None, everything was good.","title: Exceptional. liked: Great, calm place. Nice staff, cleaning the villas every day. The villas are equipped with everything you need, the atmosphere is very authentic. The breakfast was delicious, fresh food and fresh drinks, home made food. disliked: None, everything was good.",0,0,
Дмитрий,Lithuania,Comfort Triple Room,1 night,Couple,07-29-2025 00:00:00,Exceptional,10.0,en,Everything is cool,,title: Exceptional. liked: Everything is cool.,title: Exceptional. liked: Everything is cool.,0,0,
Books,Australia,Villa with Sea View,2 nights,Group,07-26-2025 00:00:00,Fantastic accom and amazing staff! Really loved staying there!,10.0,en,"We loved the Istana, the staff were all AMAZING and the ocean view villa we had was incredible. Lots of room, comfy beds, heaps of space, we had a tv upstairs and downstairs so the kids could watch what they wanted and felt like they had their very own space, and I could watch what I wanted and have some space to breathe as well. They organised our driver, moped hire and just took care of us so well it was a great experience and we look forward to coming back one day.",,"title: Fantastic accom and amazing staff! Really loved staying there! liked: We loved the Istana, the staff were all AMAZING and the ocean view villa we had was incredible. Lots of room, comfy beds, heaps of space, we had a tv upstairs and downstairs so the kids could watch what they wanted and felt like they had their very own space, and I could watch what I wanted and have some space to breathe as well. They organised our driver, moped hire and just took care of us so well it was a great experience and we look forward to coming back one day.","title: Fantastic accom and amazing staff! Really loved staying there! liked: We loved the Istana, the staff were all AMAZING and the ocean view villa we had was incredible. Lots of room, comfy beds, heaps of space, we had a tv upstairs and downstairs so the kids could watch what they wanted and felt like they had their very own space, and I could watch what I wanted and have some space to breathe as well. They organised our driver, moped hire and just took care of us so well it was a great experience and we look forward to coming back one day.",0,0,
Geradus,Australia,Villa with Sea View,4 nights,Family,07-12-2025 00:00:00,Very good,8.0,en,"Nice little place , great staff and great food. Very quiet and peaceful.",If you want a gymnasium etc there is nothing but a small pool,"title: Very good. liked: Nice little place , great staff and great food. Very quiet and peaceful. disliked: If you want a gymnasium etc there is nothing but a small pool.","title: Very good. liked: Nice little place , great staff and great food. Very quiet and peaceful. disliked: If you want a gymnasium etc there is nothing but a small pool.",0,0,
Anthony,New Zealand,King Suite with Balcony,2 nights,Family,06-30-2025 00:00:00,Rare gem,10.0,en,"Rare to find a soft comfortable bed in Bali. Had very nice sleeps on nice linen, 4 pillows and a soft mattress. Even rarer too was a stocked mini bar. Super clean, no bathroom odours. You can tell the owner knows what they're doing and has respect for their customers.",,"title: Rare gem. liked: Rare to find a soft comfortable bed in Bali. Had very nice sleeps on nice linen, 4 pillows and a soft mattress. Even rarer too was a stocked mini bar. Super clean, no bathroom odours. You can tell the owner knows what they're doing and has respect for their customers.","title: Rare gem. liked: Rare to find a soft comfortable bed in Bali. Had very nice sleeps on nice linen, 4 pillows and a soft mattress. Even rarer too was a stocked mini bar. Super clean, no bathroom odours. You can tell the owner knows what they're doing and has respect for their customers.",0,0,
Mark,New Zealand,King Suite with Balcony,3 nights,Couple,06-23-2025 00:00:00,A lovely place to stay to explore this area.,8.0,en,"A great place to stay. Lovely, quiet and clean with modern facilities.","A bit far away from things, but once you had a motorbike it was fine.","title: A lovely place to stay to explore this area. liked: A great place to stay. Lovely, quiet and clean with modern facilities. disliked: A bit far away from things, but once you had a motorbike it was fine.","title: A lovely place to stay to explore this area. liked: A great place to stay. Lovely, quiet and clean with modern facilities. disliked: A bit far away from things, but once you had a motorbike it was fine.",0,0,
Sam,Australia,King Suite with Balcony,3 nights,Family,06-10-2025 00:00:00,Quiet sanctuary close to the surf,10.0,en,"Great location, awesome staff, and QUIET!! tucked away on a hill so that you can easily sleep in the morning in comfort! Pool was really nice, food at the restaurant was sensational, I had the best beef burger I've had in a very long time! Also the beds and linen were amazing, had the most comfortable sleep for the whole trip!!",,"title: Quiet sanctuary close to the surf. liked: Great location, awesome staff, and QUIET!! tucked away on a hill so that you can easily sleep in the morning in comfort! Pool was really nice, food at the restaurant was sensational, I had the best beef burger I've had in a very long time! Also the beds and linen were amazing, had the most comfortable sleep for the whole trip!!","title: Quiet sanctuary close to the surf. liked: Great location, awesome staff, and QUIET!! tucked away on a hill so that you can easily sleep in the morning in comfort! Pool was really nice, food at the restaurant was sensational, I had the best beef burger I've had in a very long time! Also the beds and linen were amazing, had the most comfortable sleep for the whole trip!!",1,0,
Hannah,United Kingdom,Villa with Sea View,4 nights,Family,05-06-2025 00:00:00,"Wonderful location, generous family room, beautiful pool area, friendly staff, lovely food.",9.0,en,"The room was a fantastic size for our family of five. We loved the freshly cooked breakfast and enjoyed a number of other meals at the hotel as well. The hotel was very well located for a short walk down to a beautiful beach. The staff were extremely friendly. Our boys (12,10,7) loved the pool area.",,"title: Wonderful location, generous family room, beautiful pool area, friendly staff, lovely food. liked: The room was a fantastic size for our family of five. We loved the freshly cooked breakfast and enjoyed a number of other meals at the hotel as well. The hotel was very well located for a short walk down to a beautiful beach. The staff were extremely friendly. Our boys (12,10,7) loved the pool area.","title: Wonderful location, generous family room, beautiful pool area, friendly staff, lovely food. liked: The room was a fantastic size for our family of five. We loved the freshly cooked breakfast and enjoyed a number of other meals at the hotel as well. The hotel was very well located for a short walk down to a beautiful beach. The staff were extremely friendly. Our boys (12,10,7) loved the pool area.",0,0,
Sarla,United States,Comfort Triple Room,1 night,Family,04-27-2025 00:00:00,Very good,8.0,en-us,Home away from home,Can't think of anything,title: Very good. liked: Home away from home. disliked: Can't think of anything.,title: Very good. liked: Home away from home. disliked: Can't think of anything.,0,0,
Jennifer,Australia,Villa with Sea View,6 nights,Couple,04-12-2025 00:00:00,Relaxing in a homely environment.,10.0,en,"All the staff were exceptional. Extremely helpful and nothing was too much trouble. Very comfortable clean rooms, great views. Would visit again.",,"title: Relaxing in a homely environment. liked: All the staff were exceptional. Extremely helpful and nothing was too much trouble. Very comfortable clean rooms, great views. Would visit again.","title: Relaxing in a homely environment. liked: All the staff were exceptional. Extremely helpful and nothing was too much trouble. Very comfortable clean rooms, great views. Would visit again.",0,0,
Andrew,Australia,Comfort Triple Room,3 nights,Couple,03-15-2025 00:00:00,Peaceful hotel,8.0,en,It is peaceful. The pool is nice and clean. The restaurant is good and prices are reasonable.,"In room 3 there are wood borers in the bathroom door frame, so there is a constant pile of sawdust in the doorway. There is not much shade for the pool chairs.","title: Peaceful hotel. liked: It is peaceful. The pool is nice and clean. The restaurant is good and prices are reasonable. disliked: In room 3 there are wood borers in the bathroom door frame, so there is a constant pile of sawdust in the doorway. There is not much shade for the pool chairs.","title: Peaceful hotel. liked: It is peaceful. The pool is nice and clean. The restaurant is good and prices are reasonable. disliked: In room 3 there are wood borers in the bathroom door frame, so there is a constant pile of sawdust in the doorway. There is not much shade for the pool chairs.",0,0,
Nicole,Australia,King Suite with Balcony,1 night,Solo traveller,03-13-2025 00:00:00,wish i stayed longer,10.0,en,Amazing boutique resort family run owned. Exceptionally welcoming inviting comfortable clean safe the food was homemade & delicious,N/a,title: wish i stayed longer. liked: Amazing boutique resort family run owned. Exceptionally welcoming inviting comfortable clean safe the food was homemade & delicious. disliked: N/a.,title: wish i stayed longer. liked: Amazing boutique resort family run owned. Exceptionally welcoming inviting comfortable clean safe the food was homemade & delicious. disliked: N/a.,0,0,
Alexa,Canada,Villa with Sea View,5 nights,Couple,02-09-2025 00:00:00,Exceptional,10.0,en-us,Such beautiful and comfortable accommodations and the sweetest staff! Everything we wanted and more! Can't beat the location as well!,,title: Exceptional. liked: Such beautiful and comfortable accommodations and the sweetest staff! Everything we wanted and more! Can't beat the location as well!,title: Exceptional. liked: Such beautiful and comfortable accommodations and the sweetest staff! Everything we wanted and more! Can't beat the location as well!,0,0,
Jason,Indonesia,Comfort Triple Room,8 nights,Couple,02-01-2025 00:00:00,"Perfect. Amazing Restaurant & Great Staff, Great Rooms & Beautiful Experience.",10.0,en,Fantastic. Everything is great.,Everything is great.,"title: Perfect. Amazing Restaurant & Great Staff, Great Rooms & Beautiful Experience. liked: Fantastic. Everything is great. disliked: Everything is great.","title: Perfect. Amazing Restaurant & Great Staff, Great Rooms & Beautiful Experience. liked: Fantastic. Everything is great. disliked: Everything is great.",0,0,
Roberto,Australia,Villa with Sea View,3 nights,Family,01-23-2025 00:00:00,Beautiful place,8.0,en,Nice and comfortable Great food,,title: Beautiful place. liked: Nice and comfortable Great food.,title: Beautiful place. liked: Nice and comfortable Great food.,0,0,
Sergiug,Moldova,Villa with Sea View,4 nights,Family,01-10-2025 00:00:00,Perfect accomodation in a quiet location,10.0,en-us,Large space in the villa to accomodate all our 4 family members. The hosts did their best to help with various tips. We really enjoyed the breakfasts - they were amazing. We asked for 1hr and a half late checkout and this was accepted - big thanks for it! During a heavy rain - we noticed some drops in the roof - the host quickly intervened and addressed the issue. The facility is located in a quiet and authentic area.,"Grab is not available in the area. Consider downloading the Gojek app or using a local taxi, though the latter may cost slightly more than app-based rides. Adding shampoo in the bathrooms would be a nice touch, as would additional shelves for clothing to improve storage convenience.","title: Perfect accomodation in a quiet location. liked: Large space in the villa to accomodate all our 4 family members. The hosts did their best to help with various tips. We really enjoyed the breakfasts - they were amazing. We asked for 1hr and a half late checkout and this was accepted - big thanks for it! During a heavy rain - we noticed some drops in the roof - the host quickly intervened and addressed the issue. The facility is located in a quiet and authentic area. disliked: Grab is not available in the area. Consider downloading the Gojek app or using a local taxi, though the latter may cost slightly more than app-based rides. Adding shampoo in the bathrooms would be a nice touch, as would additional shelves for clothing to improve storage convenience.","title: Perfect accomodation in a quiet location. liked: Large space in the villa to accomodate all our 4 family members. The hosts did their best to help with various tips. We really enjoyed the breakfasts - they were amazing. We asked for 1hr and a half late checkout and this was accepted - big thanks for it! During a heavy rain - we noticed some drops in the roof - the host quickly intervened and addressed the issue. The facility is located in a quiet and authentic area. disliked: Grab is not available in the area. Consider downloading the Gojek app or using a local taxi, though the latter may cost slightly more than app-based rides. Adding shampoo in the bathrooms would be a nice touch, as would additional shelves for clothing to improve storage convenience.",1,0,
Davies,Australia,Comfort Triple Room,5 nights,Family,12-09-2024 00:00:00,Exceptional,10.0,en,"The staff were fantastic, great warm friendly atmosphere.","The location is great for adults as it's quiet , but maybe too quiet for teens, that's no fault of the residence.","title: Exceptional. liked: The staff were fantastic, great warm friendly atmosphere. disliked: The location is great for adults as it's quiet , but maybe too quiet for teens, that's no fault of the residence.","title: Exceptional. liked: The staff were fantastic, great warm friendly atmosphere. disliked: The location is great for adults as it's quiet , but maybe too quiet for teens, that's no fault of the residence.",0,0,
Rob,Australia,King Suite with Balcony,2 nights,Family,12-08-2024 00:00:00,Exceptional,10.0,en,"Lovely staff, owners, restaurant. Very relaxing and pool area was perfect.",,"title: Exceptional. liked: Lovely staff, owners, restaurant. Very relaxing and pool area was perfect.","title: Exceptional. liked: Lovely staff, owners, restaurant. Very relaxing and pool area was perfect.",0,0,
Mark,Australia,King Suite with Balcony,1 night,Couple,12-01-2024 00:00:00,Exceptional,10.0,en,"My favourite hotel in Balian. Room was great, restaurant is good, Breakfast was great, staff were excellent.",All was good,"title: Exceptional. liked: My favourite hotel in Balian. Room was great, restaurant is good, Breakfast was great, staff were excellent. disliked: All was good.","title: Exceptional. liked: My favourite hotel in Balian. Room was great, restaurant is good, Breakfast was great, staff were excellent. disliked: All was good.",0,0,
Chantal,Australia,King Suite with Balcony,8 nights,Family,11-28-2024 00:00:00,great stay,10.0,en,The room was clean and staff were very friendly. our stay was comfortable and in a great location.,,title: great stay. liked: The room was clean and staff were very friendly. our stay was comfortable and in a great location.,title: great stay. liked: The room was clean and staff were very friendly. our stay was comfortable and in a great location.,0,0,
Liz,Australia,King Suite with Balcony,1 night,Family,11-27-2024 00:00:00,Superb,9.0,en,"Pantai Balian is Bali as it used to be 40 years ago - a surfie haven Istana Balian Hotel is just awesome - quiet, comfortable & would recommend it to my family & friends - staff were awesome, food was good & reasonably cheap- the pool is soooo good An awesome place to relax xxxx",,"title: Superb. liked: Pantai Balian is Bali as it used to be 40 years ago - a surfie haven Istana Balian Hotel is just awesome - quiet, comfortable & would recommend it to my family & friends - staff were awesome, food was good & reasonably cheap- the pool is soooo good An awesome place to relax xxxx.","title: Superb. liked: Pantai Balian is Bali as it used to be 40 years ago - a surfie haven Istana Balian Hotel is just awesome - quiet, comfortable & would recommend it to my family & friends - staff were awesome, food was good & reasonably cheap- the pool is soooo good An awesome place to relax xxxx.",0,0,
